cod_ine,anio,saldo_exterior,saldo_interior,saldo_total,fuente
35022,2022,1348,36,1384,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35022,2023,1384,191,1575,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35022,2024,1704,-153,1551,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35026,2021,95,143,238,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35026,2022,461,90,551,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35026,2023,582,114,696,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
35026,2024,850,883,1733,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36008,2021,53,171,224,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36008,2022,134,-23,111,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36008,2023,82,5,87,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36008,2024,144,-39,105,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36026,2021,-37,-70,-107,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36026,2022,192,95,287,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36026,2023,59,-56,3,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36026,2024,92,-48,44,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36038,2021,21,-213,-192,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36038,2022,371,-99,272,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36038,2023,860,0,860,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36038,2024,557,11,568,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36045,2021,37,-42,-5,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36045,2022,108,-60,48,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36045,2023,103,106,209,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36045,2024,117,-44,73,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36057,2021,1323,-1145,178,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36057,2022,3374,-463,2911,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36057,2023,2978,-899,2079,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36057,2024,2905,-454,2451,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36060,2021,189,143,332,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36060,2022,291,-95,196,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36060,2023,252,40,292,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
36060,2024,276,92,368,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
37274,2021,875,-960,-85,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
37274,2022,2309,-154,2155,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
37274,2023,1897,-264,1633,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
37274,2024,1847,127,1974,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38001,2021,635,-286,349,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38001,2022,1761,-570,1191,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38001,2023,889,-548,341,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38001,2024,333,-713,-380,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38006,2021,1173,-736,437,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38006,2022,3071,-265,2806,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38006,2023,1887,-559,1328,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38006,2024,1767,-682,1085,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38011,2021,34,66,100,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38011,2022,211,138,349,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38011,2023,112,95,207,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38011,2024,151,231,382,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38017,2021,648,-178,470,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38017,2022,2143,380,2523,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38017,2023,1933,86,2019,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38017,2024,1612,-160,1452,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38023,2021,96,101,197,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38023,2022,1404,687,2091,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38023,2023,1477,277,1754,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38023,2024,1466,255,1721,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38026,2021,172,-1,171,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38026,2022,342,-67,275,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38026,2023,264,-76,188,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38026,2024,163,-10,153,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38028,2021,403,90,493,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38028,2022,797,-55,742,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38028,2023,631,49,680,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38028,2024,241,-261,-20,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38031,2021,123,67,190,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38031,2022,272,61,333,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38031,2023,305,140,445,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38031,2024,295,155,450,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38038,2021,708,78,786,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38038,2022,2079,5,2084,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38038,2023,2086,532,2618,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
38038,2024,1795,287,2082,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39016,2021,28,-1,27,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39016,2022,298,-194,104,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39016,2023,240,35,275,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39016,2024,205,47,252,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39020,2021,64,71,135,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39020,2022,377,-132,245,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39020,2023,268,1,269,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39020,2024,324,-221,103,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39075,2021,1195,-671,524,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39075,2022,3038,-678,2360,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39075,2023,2283,-246,2037,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39075,2024,2428,68,2496,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39087,2021,211,23,234,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39087,2022,516,82,598,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39087,2023,480,95,575,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
39087,2024,410,150,560,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
40194,2021,299,-595,-296,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
40194,2022,1099,-599,500,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
40194,2023,1012,-324,688,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
40194,2024,1179,-195,984,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41004,2021,135,269,404,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41004,2022,336,449,785,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41004,2023,300,106,406,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41004,2024,353,274,627,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41021,2021,-50,-29,-79,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41021,2022,257,504,761,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41021,2023,260,302,562,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41021,2024,221,277,498,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41024,2021,61,177,238,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41024,2022,240,111,351,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41024,2023,197,183,380,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41024,2024,193,265,458,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41034,2021,-74,-69,-143,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41034,2022,160,34,194,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41034,2023,163,92,255,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41034,2024,71,84,155,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41038,2021,-169,1080,911,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41038,2022,370,879,1249,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41038,2023,224,1067,1291,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41038,2024,543,1233,1776,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41039,2021,58,-166,-108,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41039,2022,144,-246,-102,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41039,2023,162,-101,61,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41039,2024,173,-67,106,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41053,2021,20,21,41,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41053,2022,51,-1,50,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41053,2023,63,-28,35,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41053,2024,83,15,98,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41059,2021,107,38,145,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41059,2022,252,10,262,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41059,2023,340,-31,309,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41059,2024,263,-228,35,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41065,2021,-5,-98,-103,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41065,2022,40,-87,-47,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41065,2023,59,22,81,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41065,2024,94,-4,90,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41069,2021,-61,-23,-84,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41069,2022,22,-34,-12,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41069,2023,30,-38,-8,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41069,2024,3,-49,-46,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41081,2021,382,19,401,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41081,2022,342,252,594,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41081,2023,93,86,179,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41081,2024,322,121,443,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41091,2021,377,-2499,-2122,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41091,2022,5829,-1247,4582,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41091,2023,6105,-2378,3727,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41091,2024,5604,-1824,3780,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41095,2021,108,239,347,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41095,2022,321,-18,303,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41095,2023,283,101,384,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
41095,2024,191,107,298,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
42173,2021,132,-333,-201,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
42173,2022,1051,-134,917,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
42173,2023,753,-8,745,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
42173,2024,685,-224,461,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43038,2021,104,523,627,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43038,2022,687,136,823,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43038,2023,228,26,254,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43038,2024,394,75,469,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43123,2021,578,165,743,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43123,2022,1894,-12,1882,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43123,2023,1303,262,1565,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43123,2024,1568,447,2015,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43148,2021,-25,-647,-672,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43148,2022,3422,-412,3010,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43148,2023,3169,-416,2753,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43148,2024,3065,-555,2510,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43155,2021,365,155,520,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43155,2022,779,121,900,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43155,2023,683,40,723,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43155,2024,724,114,838,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43163,2021,80,188,268,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43163,2022,565,24,589,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43163,2023,622,244,866,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43163,2024,452,323,775,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43905,2021,-19,128,109,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43905,2022,1527,109,1636,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43905,2023,609,-283,326,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
43905,2024,360,191,551,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
44216,2021,14,-93,-79,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
44216,2022,522,29,551,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
44216,2023,340,90,430,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
44216,2024,401,-182,219,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45081,2021,74,128,202,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45081,2022,569,188,757,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45081,2023,439,237,676,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45081,2024,430,507,937,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45165,2021,321,-286,35,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45165,2022,1477,-193,1284,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45165,2023,1375,-205,1170,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45165,2024,347,-878,-531,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45168,2021,363,-648,-285,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45168,2022,1269,-274,995,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45168,2023,972,-553,419,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
45168,2024,1250,-481,769,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46005,2021,-2,-71,-73,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46005,2022,405,-3,402,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46005,2023,364,-68,296,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46005,2024,248,30,278,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46017,2021,283,278,561,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46017,2022,627,507,1134,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46017,2023,534,429,963,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46017,2024,806,485,1291,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46021,2021,182,143,325,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46021,2022,599,112,711,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46021,2023,463,126,589,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46021,2024,528,115,643,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46029,2021,157,-110,47,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46029,2022,257,-96,161,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46029,2023,412,128,540,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46029,2024,331,24,355,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46078,2021,428,-147,281,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46078,2022,1005,-118,887,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46078,2023,1320,-284,1036,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46078,2024,1078,-253,825,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46094,2021,104,87,191,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46094,2022,529,173,702,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46094,2023,605,98,703,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46094,2024,463,116,579,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46102,2021,98,160,258,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46102,2022,264,237,501,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46102,2023,672,84,756,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46102,2024,566,162,728,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46110,2021,126,64,190,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46110,2022,738,-194,544,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46110,2023,924,104,1028,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46110,2024,596,-134,462,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46131,2021,384,172,556,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46131,2022,2186,-150,2036,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46131,2023,2172,45,2217,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46131,2024,2944,70,3014,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46145,2021,4,22,26,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46145,2022,469,-20,449,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46145,2023,350,50,400,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46145,2024,518,133,651,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46159,2021,173,-15,158,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46159,2022,460,-10,450,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46159,2023,527,161,688,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46159,2024,466,80,546,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46169,2021,393,-156,237,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46169,2022,1185,-140,1045,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46169,2023,741,-220,521,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46169,2024,1039,-155,884,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46181,2021,135,96,231,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46181,2022,347,104,451,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46181,2023,334,268,602,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46181,2024,348,294,642,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46184,2021,68,-15,53,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46184,2022,395,-21,374,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46184,2023,435,-123,312,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46184,2024,595,11,606,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46190,2021,161,202,363,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46190,2022,1390,112,1502,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46190,2023,1111,-49,1062,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46190,2024,1168,60,1228,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46220,2021,533,744,1277,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46220,2022,2009,283,2292,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46220,2023,1421,52,1473,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46220,2024,1742,58,1800,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46235,2021,225,35,260,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46235,2022,388,32,420,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46235,2023,512,93,605,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46235,2024,555,259,814,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46244,2021,536,501,1037,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46244,2022,1970,350,2320,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46244,2023,1649,485,2134,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46244,2024,1592,337,1929,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46250,2021,9011,-5024,3987,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46250,2022,19950,-4347,15603,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46250,2023,24563,-2969,21594,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
46250,2024,24476,-6058,18418,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
47186,2021,712,-1116,-404,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
47186,2022,3648,-67,3581,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
47186,2023,3338,894,4232,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
47186,2024,2937,506,3443,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48013,2021,221,41,262,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48013,2022,976,149,1125,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48013,2023,905,378,1283,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48013,2024,1321,433,1754,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48015,2021,83,-77,6,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48015,2022,443,-57,386,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48015,2023,349,-25,324,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48015,2024,183,-50,133,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48020,2021,328,-798,-470,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48020,2022,4510,-467,4043,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48020,2023,4434,-494,3940,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48020,2024,5706,-297,5409,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48027,2021,-60,-185,-245,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48027,2022,323,-65,258,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48027,2023,272,-65,207,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48027,2024,230,139,369,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48036,2021,42,-52,-10,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48036,2022,236,-62,174,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48036,2023,154,-3,151,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48036,2024,90,25,115,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48044,2021,232,-482,-250,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48044,2022,620,-459,161,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48044,2023,536,-365,171,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48044,2024,658,-518,140,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48054,2021,67,-70,-3,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48054,2022,305,47,352,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48054,2023,267,-15,252,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48054,2024,208,-154,54,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48078,2021,104,-234,-130,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48078,2022,411,-175,236,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48078,2023,380,143,523,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48078,2024,336,105,441,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48082,2021,10,-92,-82,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48082,2022,333,228,561,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
48082,2023,275,105,380,"INE, Estadística de Migraciones y Cambios de Residencia, tabla 69767"
