cod_ine,anio,trimestre,compraventas,fuente
33031,2008,2,229,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2008,3,124,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2008,4,138,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2009,1,122,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2009,2,245,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2009,3,224,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2009,4,125,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2010,1,119,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2010,2,137,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2010,3,90,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2010,4,117,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2011,1,91,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2011,2,77,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2011,3,60,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2011,4,68,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2012,1,49,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2012,2,52,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2012,3,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2012,4,94,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2013,1,25,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2013,2,54,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2013,3,49,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2013,4,46,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2014,1,61,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2014,2,54,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2014,3,41,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2014,4,67,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2015,1,90,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2015,2,79,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2015,3,62,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2015,4,89,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2016,1,86,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2016,2,65,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2016,3,66,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2016,4,92,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2017,1,102,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2017,2,84,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2017,3,76,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2017,4,95,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2018,1,88,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2018,2,97,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2018,3,103,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2018,4,92,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2019,1,87,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2019,2,114,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2019,3,76,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2019,4,128,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2020,1,88,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2020,2,55,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2020,3,121,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2020,4,139,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2021,1,135,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2021,2,136,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2021,3,124,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2021,4,145,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2022,1,148,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2022,2,142,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2022,3,128,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2022,4,149,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2023,1,166,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2023,2,168,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2023,3,134,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2023,4,194,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2024,1,187,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2024,2,280,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2024,3,213,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2024,4,285,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2025,1,256,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2025,2,266,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2025,3,222,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2025,4,281,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33031,2026,1,258,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2004,1,82,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2004,2,105,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2004,3,111,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2004,4,117,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2005,1,85,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2005,2,113,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2005,3,80,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2005,4,103,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2006,1,137,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2006,2,159,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2006,3,126,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2006,4,176,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2007,1,174,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2007,2,181,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2007,3,142,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2007,4,142,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2008,1,160,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2008,2,186,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2008,3,111,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2008,4,120,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2009,1,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2009,2,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2009,3,62,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2009,4,93,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2010,1,93,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2010,2,146,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2010,3,69,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2010,4,150,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2011,1,77,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2011,2,129,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2011,3,55,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2011,4,77,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2012,1,60,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2012,2,56,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2012,3,43,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2012,4,184,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2013,1,39,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2013,2,41,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2013,3,38,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2013,4,48,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2014,1,37,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2014,2,78,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2014,3,41,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2014,4,65,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2015,1,37,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2015,2,41,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2015,3,44,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2015,4,55,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2016,1,63,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2016,2,69,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2016,3,64,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2016,4,58,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2017,1,77,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2017,2,92,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2017,3,71,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2017,4,78,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2018,1,72,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2018,2,79,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2018,3,80,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2018,4,90,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2019,1,108,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2019,2,90,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2019,3,51,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2019,4,90,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2020,1,60,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2020,2,55,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2020,3,113,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2020,4,106,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2021,1,94,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2021,2,99,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2021,3,107,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2021,4,145,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2022,1,110,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2022,2,117,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2022,3,104,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2022,4,122,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2023,1,155,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2023,2,145,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2023,3,138,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2023,4,174,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2024,1,165,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2024,2,173,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2024,3,183,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2024,4,213,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2025,1,244,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2025,2,261,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2025,3,217,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2025,4,272,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33037,2026,1,207,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2004,1,839,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2004,2,1296,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2004,3,1051,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2004,4,1296,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2005,1,1095,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2005,2,1333,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2005,3,1342,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2005,4,1854,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2006,1,1686,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2006,2,1312,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2006,3,1044,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2006,4,1548,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2007,1,1215,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2007,2,948,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2007,3,999,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2007,4,1044,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2008,1,959,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2008,2,913,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2008,3,558,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2008,4,999,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2009,1,626,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2009,2,707,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2009,3,494,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2009,4,794,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2010,1,566,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2010,2,915,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2010,3,334,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2010,4,1196,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2011,1,413,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2011,2,422,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2011,3,320,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2011,4,591,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2012,1,333,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2012,2,391,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2012,3,322,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2012,4,681,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2013,1,179,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2013,2,224,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2013,3,267,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2013,4,381,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2014,1,332,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2014,2,277,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2014,3,305,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2014,4,387,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2015,1,306,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2015,2,357,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2015,3,317,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2015,4,377,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2016,1,346,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2016,2,419,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2016,3,453,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2016,4,418,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2017,1,485,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2017,2,501,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2017,3,440,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2017,4,718,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2018,1,507,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2018,2,673,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2018,3,608,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2018,4,653,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2019,1,630,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2019,2,594,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2019,3,476,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2019,4,634,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2020,1,476,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2020,2,381,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2020,3,710,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2020,4,739,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2021,1,644,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2021,2,784,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2021,3,642,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2021,4,795,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2022,1,807,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2022,2,769,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2022,3,757,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2022,4,761,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2023,1,750,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2023,2,894,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2023,3,750,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2023,4,779,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2024,1,792,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2024,2,1015,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2024,3,961,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2024,4,1010,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2025,1,900,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2025,2,1005,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2025,3,762,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2025,4,1048,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33044,2026,1,814,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2004,1,232,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2004,2,257,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2004,3,287,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2004,4,327,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2005,1,242,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2005,2,208,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2005,3,234,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2005,4,337,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2006,1,230,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2006,2,279,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2006,3,348,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2006,4,308,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2007,1,390,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2007,2,275,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2007,3,357,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2007,4,220,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2008,1,234,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2008,2,292,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2008,3,266,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2008,4,168,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2009,1,171,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2009,2,159,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2009,3,245,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2009,4,243,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2010,1,134,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2010,2,204,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2010,3,115,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2010,4,185,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2011,1,82,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2011,2,64,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2011,3,65,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2011,4,149,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2012,1,69,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2012,2,56,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2012,3,58,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2012,4,112,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2013,1,32,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2013,2,52,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2013,3,39,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2013,4,48,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2014,1,37,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2014,2,66,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2014,3,66,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2014,4,78,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2015,1,63,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2015,2,73,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2015,3,72,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2015,4,76,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2016,1,83,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2016,2,86,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2016,3,80,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2016,4,81,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2017,1,96,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2017,2,97,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2017,3,102,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2017,4,116,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2018,1,117,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2018,2,121,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2018,3,163,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2018,4,96,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2019,1,111,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2019,2,134,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2019,3,94,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2019,4,143,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2020,1,111,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2020,2,75,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2020,3,139,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2020,4,162,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2021,1,132,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2021,2,159,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2021,3,143,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2021,4,176,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2022,1,147,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2022,2,242,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2022,3,162,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2022,4,203,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2023,1,176,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2023,2,169,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2023,3,157,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2023,4,193,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2024,1,179,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2024,2,232,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2024,3,182,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2024,4,219,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2025,1,225,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2025,2,234,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2025,3,227,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2025,4,235,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
33066,2026,1,230,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2004,1,851,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2004,2,412,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2004,3,401,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2004,4,389,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2005,1,512,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2005,2,559,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2005,3,379,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2005,4,531,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2006,1,463,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2006,2,549,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2006,3,384,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2006,4,390,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2007,1,371,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2007,2,379,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2007,3,233,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2007,4,340,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2008,1,286,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
34120,2008,2,207,"MIVAU, transacciones inmobiliarias municipales, tabla 2"
