cod_ine,anio,calculation_version,component,source_year,statistical_period,coverage_score,recency_score,consistency_score,quality_score,issues
01059,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
01059,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
01059,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
01059,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
02003,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
02003,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
02003,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
02003,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
02009,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
02009,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
02009,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
02009,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
02037,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
02037,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
02037,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
02037,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
02081,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
02081,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
02081,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
02081,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03009,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03009,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03009,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03009,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03014,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03014,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03014,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03014,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03031,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03031,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03031,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03031,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03047,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03047,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03047,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03047,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03050,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03050,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03050,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03050,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03059,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03059,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03059,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03059,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03063,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03063,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03063,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03063,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03065,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03065,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03065,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03065,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03066,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03066,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03066,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03066,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03082,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03082,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03082,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03082,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03093,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03093,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03093,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03093,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03099,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03099,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03099,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03099,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03104,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03104,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03104,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03104,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03121,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03121,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03121,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03121,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03122,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03122,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03122,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03122,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03133,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03133,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03133,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03133,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03139,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03139,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03139,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03139,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
03140,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
03140,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
03140,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
03140,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
04013,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
04013,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
04013,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
04013,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
04066,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
04066,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
04066,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
04066,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
04079,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
04079,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
04079,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
04079,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
04902,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
04902,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
04902,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
04902,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
05019,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
05019,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
05019,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
05019,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
06011,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
06011,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
06011,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
06011,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
06015,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
06015,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
06015,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
06015,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
06044,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
06044,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
06044,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
06044,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
06083,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
06083,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
06083,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
06083,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
06153,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
06153,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
06153,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
06153,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07011,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07011,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07011,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07011,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07015,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07015,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07015,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07015,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07026,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07026,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07026,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07026,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07027,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07027,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07027,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07027,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07031,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07031,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07031,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07031,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07032,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07032,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07032,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07032,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07033,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07033,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07033,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07033,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07036,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07036,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07036,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07036,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07040,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07040,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07040,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07040,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
07054,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
07054,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
07054,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
07054,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08015,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08015,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08015,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08015,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08019,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08019,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08019,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08019,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08056,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08056,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08056,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08056,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08073,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08073,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08073,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08073,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08077,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08077,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08077,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08077,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08089,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08089,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08089,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08089,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08096,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08096,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08096,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08096,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08101,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08101,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08101,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08101,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08102,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08102,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08102,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08102,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08113,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08113,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08113,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08113,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08114,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08114,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08114,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08114,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08121,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08121,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08121,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08121,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08124,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08124,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08124,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08124,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08125,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08125,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
08125,2023,dqs-ipr4-1.0,especulacion,2021,2023; parque residencial 2021,100.0,90.0,,96.25,"[""Fuente de referencia 2021; desfase de 2 a\u00f1os""]"
08125,2023,dqs-ipr4-1.0,gentrificacion,2023,2020–2023 (ventana de cambio),100.0,100.0,,100.0,[]
08163,2023,dqs-ipr4-1.0,asequibilidad,2023,2023,100.0,100.0,,100.0,[]
08163,2023,dqs-ipr4-1.0,turismo,2023,2023-08-01,100.0,100.0,,100.0,[]
