cod_ine,fecha,plazas,plazas_por_vivienda,viviendas_turisticas,fuente
04079,2020-08-01,3356,4.5,745,"INE, Viviendas turísticas en España, tabla 39363"
04902,2020-08-01,633,4.91,129,"INE, Viviendas turísticas en España, tabla 39363"
05019,2020-08-01,646,5.01,129,"INE, Viviendas turísticas en España, tabla 39363"
06011,2020-08-01,11,2.75,4,"INE, Viviendas turísticas en España, tabla 39363"
06015,2020-08-01,193,3.33,58,"INE, Viviendas turísticas en España, tabla 39363"
06044,2020-08-01,4,4.0,1,"INE, Viviendas turísticas en España, tabla 39363"
06083,2020-08-01,789,4.56,173,"INE, Viviendas turísticas en España, tabla 39363"
06153,2020-08-01,8,4.0,2,"INE, Viviendas turísticas en España, tabla 39363"
07011,2020-08-01,4213,6.32,667,"INE, Viviendas turísticas en España, tabla 39363"
07015,2020-08-01,7529,5.73,1314,"INE, Viviendas turísticas en España, tabla 39363"
07026,2020-08-01,3843,4.34,886,"INE, Viviendas turísticas en España, tabla 39363"
07027,2020-08-01,2114,6.59,321,"INE, Viviendas turísticas en España, tabla 39363"
07031,2020-08-01,4825,6.53,739,"INE, Viviendas turísticas en España, tabla 39363"
07032,2020-08-01,1329,5.99,222,"INE, Viviendas turísticas en España, tabla 39363"
07033,2020-08-01,6723,6.29,1068,"INE, Viviendas turísticas en España, tabla 39363"
07036,2020-08-01,1039,7.02,148,"INE, Viviendas turísticas en España, tabla 39363"
07040,2020-08-01,7657,4.5,1702,"INE, Viviendas turísticas en España, tabla 39363"
07054,2020-08-01,9064,7.18,1263,"INE, Viviendas turísticas en España, tabla 39363"
08015,2020-08-01,851,3.62,235,"INE, Viviendas turísticas en España, tabla 39363"
08019,2020-08-01,61689,3.57,17280,"INE, Viviendas turísticas en España, tabla 39363"
08056,2020-08-01,1540,4.65,331,"INE, Viviendas turísticas en España, tabla 39363"
08073,2020-08-01,280,3.37,83,"INE, Viviendas turísticas en España, tabla 39363"
08077,2020-08-01,197,2.94,67,"INE, Viviendas turísticas en España, tabla 39363"
08089,2020-08-01,544,5.33,102,"INE, Viviendas turísticas en España, tabla 39363"
08096,2020-08-01,68,2.96,23,"INE, Viviendas turísticas en España, tabla 39363"
08101,2020-08-01,3104,3.37,921,"INE, Viviendas turísticas en España, tabla 39363"
08102,2020-08-01,62,3.44,18,"INE, Viviendas turísticas en España, tabla 39363"
08113,2020-08-01,249,3.36,74,"INE, Viviendas turísticas en España, tabla 39363"
08114,2020-08-01,12,2.0,6,"INE, Viviendas turísticas en España, tabla 39363"
08121,2020-08-01,676,4.31,157,"INE, Viviendas turísticas en España, tabla 39363"
08124,2020-08-01,15,5.0,3,"INE, Viviendas turísticas en España, tabla 39363"
08125,2020-08-01,39,3.25,12,"INE, Viviendas turísticas en España, tabla 39363"
08163,2020-08-01,1677,5.38,312,"INE, Viviendas turísticas en España, tabla 39363"
08169,2020-08-01,258,2.87,90,"INE, Viviendas turísticas en España, tabla 39363"
08172,2020-08-01,302,4.38,69,"INE, Viviendas turísticas en España, tabla 39363"
08180,2020-08-01,29,2.23,13,"INE, Viviendas turísticas en España, tabla 39363"
08184,2020-08-01,145,3.54,41,"INE, Viviendas turísticas en España, tabla 39363"
08187,2020-08-01,327,3.11,105,"INE, Viviendas turísticas en España, tabla 39363"
08194,2020-08-01,822,5.2,158,"INE, Viviendas turísticas en España, tabla 39363"
08196,2020-08-01,14,1.75,8,"INE, Viviendas turísticas en España, tabla 39363"
08200,2020-08-01,80,3.48,23,"INE, Viviendas turísticas en España, tabla 39363"
08205,2020-08-01,599,3.92,153,"INE, Viviendas turísticas en España, tabla 39363"
08211,2020-08-01,34,3.09,11,"INE, Viviendas turísticas en España, tabla 39363"
08217,2020-08-01,71,2.73,26,"INE, Viviendas turísticas en España, tabla 39363"
08231,2020-08-01,1399,7.07,198,"INE, Viviendas turísticas en España, tabla 39363"
08245,2020-08-01,136,2.31,59,"INE, Viviendas turísticas en España, tabla 39363"
08252,2020-08-01,57,4.75,12,"INE, Viviendas turísticas en España, tabla 39363"
08260,2020-08-01,19,3.17,6,"INE, Viviendas turísticas en España, tabla 39363"
08263,2020-08-01,32,2.91,11,"INE, Viviendas turísticas en España, tabla 39363"
08266,2020-08-01,175,4.07,43,"INE, Viviendas turísticas en España, tabla 39363"
08270,2020-08-01,6906,5.03,1374,"INE, Viviendas turísticas en España, tabla 39363"
08279,2020-08-01,333,3.4,98,"INE, Viviendas turísticas en España, tabla 39363"
08298,2020-08-01,130,3.61,36,"INE, Viviendas turísticas en España, tabla 39363"
08301,2020-08-01,131,3.97,33,"INE, Viviendas turísticas en España, tabla 39363"
08305,2020-08-01,58,3.22,18,"INE, Viviendas turísticas en España, tabla 39363"
08307,2020-08-01,1206,5.09,237,"INE, Viviendas turísticas en España, tabla 39363"
09018,2020-08-01,189,4.11,46,"INE, Viviendas turísticas en España, tabla 39363"
09059,2020-08-01,974,4.45,219,"INE, Viviendas turísticas en España, tabla 39363"
09219,2020-08-01,9,4.5,2,"INE, Viviendas turísticas en España, tabla 39363"
10037,2020-08-01,949,4.0,237,"INE, Viviendas turísticas en España, tabla 39363"
10148,2020-08-01,227,4.2,54,"INE, Viviendas turísticas en España, tabla 39363"
11004,2020-08-01,351,3.9,90,"INE, Viviendas turísticas en España, tabla 39363"
11006,2020-08-01,866,5.15,168,"INE, Viviendas turísticas en España, tabla 39363"
11012,2020-08-01,6455,4.26,1517,"INE, Viviendas turísticas en España, tabla 39363"
11015,2020-08-01,7684,5.88,1306,"INE, Viviendas turísticas en España, tabla 39363"
11020,2020-08-01,3024,4.47,677,"INE, Viviendas turísticas en España, tabla 39363"
11022,2020-08-01,183,3.98,46,"INE, Viviendas turísticas en España, tabla 39363"
11027,2020-08-01,4507,5.52,816,"INE, Viviendas turísticas en España, tabla 39363"
11028,2020-08-01,273,4.27,64,"INE, Viviendas turísticas en España, tabla 39363"
11030,2020-08-01,1971,5.16,382,"INE, Viviendas turísticas en España, tabla 39363"
11031,2020-08-01,301,4.18,72,"INE, Viviendas turísticas en España, tabla 39363"
11032,2020-08-01,2361,5.31,445,"INE, Viviendas turísticas en España, tabla 39363"
11033,2020-08-01,2928,6.81,430,"INE, Viviendas turísticas en España, tabla 39363"
12009,2020-08-01,57,4.07,14,"INE, Viviendas turísticas en España, tabla 39363"
12027,2020-08-01,923,5.24,176,"INE, Viviendas turísticas en España, tabla 39363"
12032,2020-08-01,376,5.3,71,"INE, Viviendas turísticas en España, tabla 39363"
12040,2020-08-01,1400,3.89,360,"INE, Viviendas turísticas en España, tabla 39363"
12084,2020-08-01,25,5.0,5,"INE, Viviendas turísticas en España, tabla 39363"
12126,2020-08-01,71,5.07,14,"INE, Viviendas turísticas en España, tabla 39363"
12135,2020-08-01,81,4.26,19,"INE, Viviendas turísticas en España, tabla 39363"
12138,2020-08-01,2040,5.43,376,"INE, Viviendas turísticas en España, tabla 39363"
13005,2020-08-01,68,5.67,12,"INE, Viviendas turísticas en España, tabla 39363"
13034,2020-08-01,224,3.61,62,"INE, Viviendas turísticas en España, tabla 39363"
13071,2020-08-01,25,3.57,7,"INE, Viviendas turísticas en España, tabla 39363"
13082,2020-08-01,101,7.21,14,"INE, Viviendas turísticas en España, tabla 39363"
13087,2020-08-01,67,4.79,14,"INE, Viviendas turísticas en España, tabla 39363"
14021,2020-08-01,6375,4.67,1364,"INE, Viviendas turísticas en España, tabla 39363"
14038,2020-08-01,116,5.8,20,"INE, Viviendas turísticas en España, tabla 39363"
14056,2020-08-01,90,10.0,9,"INE, Viviendas turísticas en España, tabla 39363"
15002,2020-08-01,408,4.98,82,"INE, Viviendas turísticas en España, tabla 39363"
15005,2020-08-01,174,4.97,35,"INE, Viviendas turísticas en España, tabla 39363"
15019,2020-08-01,425,6.44,66,"INE, Viviendas turísticas en España, tabla 39363"
15030,2020-08-01,2393,4.3,556,"INE, Viviendas turísticas en España, tabla 39363"
15031,2020-08-01,117,4.03,29,"INE, Viviendas turísticas en España, tabla 39363"
15036,2020-08-01,621,4.63,134,"INE, Viviendas turísticas en España, tabla 39363"
15054,2020-08-01,104,4.95,21,"INE, Viviendas turísticas en España, tabla 39363"
15058,2020-08-01,791,5.04,157,"INE, Viviendas turísticas en España, tabla 39363"
15073,2020-08-01,977,5.31,184,"INE, Viviendas turísticas en España, tabla 39363"
15078,2020-08-01,3425,4.51,759,"INE, Viviendas turísticas en España, tabla 39363"
16078,2020-08-01,1293,5.07,255,"INE, Viviendas turísticas en España, tabla 39363"
17023,2020-08-01,3480,5.62,619,"INE, Viviendas turísticas en España, tabla 39363"
17066,2020-08-01,579,4.6,126,"INE, Viviendas turísticas en España, tabla 39363"
17079,2020-08-01,2010,4.25,473,"INE, Viviendas turísticas en España, tabla 39363"
17095,2020-08-01,13013,6.46,2015,"INE, Viviendas turísticas en España, tabla 39363"
17114,2020-08-01,402,4.67,86,"INE, Viviendas turísticas en España, tabla 39363"
17155,2020-08-01,35,2.69,13,"INE, Viviendas turísticas en España, tabla 39363"
18017,2020-08-01,5710,5.38,1062,"INE, Viviendas turísticas en España, tabla 39363"
18087,2020-08-01,11147,4.53,2463,"INE, Viviendas turísticas en España, tabla 39363"
18140,2020-08-01,784,5.23,150,"INE, Viviendas turísticas en España, tabla 39363"
19046,2020-08-01,12,1.5,8,"INE, Viviendas turísticas en España, tabla 39363"
19130,2020-08-01,189,5.4,35,"INE, Viviendas turísticas en España, tabla 39363"
20030,2020-08-01,24,4.0,6,"INE, Viviendas turísticas en España, tabla 39363"
20045,2020-08-01,178,4.05,44,"INE, Viviendas turísticas en España, tabla 39363"
20067,2020-08-01,63,3.5,18,"INE, Viviendas turísticas en España, tabla 39363"
20069,2020-08-01,5925,4.21,1409,"INE, Viviendas turísticas en España, tabla 39363"
21041,2020-08-01,342,3.68,93,"INE, Viviendas turísticas en España, tabla 39363"
21044,2020-08-01,1029,5.65,182,"INE, Viviendas turísticas en España, tabla 39363"
22125,2020-08-01,181,4.31,42,"INE, Viviendas turísticas en España, tabla 39363"
23005,2020-08-01,79,4.39,18,"INE, Viviendas turísticas en España, tabla 39363"
23050,2020-08-01,323,4.25,76,"INE, Viviendas turísticas en España, tabla 39363"
23055,2020-08-01,65,4.64,14,"INE, Viviendas turísticas en España, tabla 39363"
23092,2020-08-01,332,4.96,67,"INE, Viviendas turísticas en España, tabla 39363"
24089,2020-08-01,1946,4.8,405,"INE, Viviendas turísticas en España, tabla 39363"
24115,2020-08-01,436,4.11,106,"INE, Viviendas turísticas en España, tabla 39363"
24142,2020-08-01,116,5.8,20,"INE, Viviendas turísticas en España, tabla 39363"
25120,2020-08-01,350,4.27,82,"INE, Viviendas turísticas en España, tabla 39363"
