cod_ine,fecha,plazas,plazas_por_vivienda,viviendas_turisticas,fuente
40194,2023-02-01,584,4.49,130,"INE, Viviendas turísticas en España, tabla 39363"
41004,2023-02-01,233,5.97,39,"INE, Viviendas turísticas en España, tabla 39363"
41021,2023-02-01,106,4.82,22,"INE, Viviendas turísticas en España, tabla 39363"
41024,2023-02-01,344,5.55,62,"INE, Viviendas turísticas en España, tabla 39363"
41034,2023-02-01,51,5.67,9,"INE, Viviendas turísticas en España, tabla 39363"
41038,2023-02-01,266,3.8,70,"INE, Viviendas turísticas en España, tabla 39363"
41039,2023-02-01,112,4.31,26,"INE, Viviendas turísticas en España, tabla 39363"
41053,2023-02-01,19,3.17,6,"INE, Viviendas turísticas en España, tabla 39363"
41059,2023-02-01,190,3.88,49,"INE, Viviendas turísticas en España, tabla 39363"
41065,2023-02-01,74,6.73,11,"INE, Viviendas turísticas en España, tabla 39363"
41069,2023-02-01,64,8.0,8,"INE, Viviendas turísticas en España, tabla 39363"
41081,2023-02-01,56,5.09,11,"INE, Viviendas turísticas en España, tabla 39363"
41091,2023-02-01,21170,4.11,5149,"INE, Viviendas turísticas en España, tabla 39363"
41095,2023-02-01,116,5.8,20,"INE, Viviendas turísticas en España, tabla 39363"
42173,2023-02-01,467,4.62,101,"INE, Viviendas turísticas en España, tabla 39363"
43038,2023-02-01,6449,5.78,1116,"INE, Viviendas turísticas en España, tabla 39363"
43123,2023-02-01,464,5.21,89,"INE, Viviendas turísticas en España, tabla 39363"
43148,2023-02-01,2690,4.55,591,"INE, Viviendas turísticas en España, tabla 39363"
43155,2023-02-01,304,5.15,59,"INE, Viviendas turísticas en España, tabla 39363"
43163,2023-02-01,2009,6.24,322,"INE, Viviendas turísticas en España, tabla 39363"
43905,2023-02-01,10431,5.41,1927,"INE, Viviendas turísticas en España, tabla 39363"
44216,2023-02-01,612,5.51,111,"INE, Viviendas turísticas en España, tabla 39363"
45081,2023-02-01,33,2.36,14,"INE, Viviendas turísticas en España, tabla 39363"
45165,2023-02-01,150,4.41,34,"INE, Viviendas turísticas en España, tabla 39363"
45168,2023-02-01,2590,4.71,550,"INE, Viviendas turísticas en España, tabla 39363"
46005,2023-02-01,10,2.5,4,"INE, Viviendas turísticas en España, tabla 39363"
46017,2023-02-01,185,5.97,31,"INE, Viviendas turísticas en España, tabla 39363"
46021,2023-02-01,13,2.17,6,"INE, Viviendas turísticas en España, tabla 39363"
46029,2023-02-01,38,4.75,8,"INE, Viviendas turísticas en España, tabla 39363"
46078,2023-02-01,173,3.53,49,"INE, Viviendas turísticas en España, tabla 39363"
46094,2023-02-01,51,3.4,15,"INE, Viviendas turísticas en España, tabla 39363"
46102,2023-02-01,37,4.11,9,"INE, Viviendas turísticas en España, tabla 39363"
46110,2023-02-01,72,3.0,24,"INE, Viviendas turísticas en España, tabla 39363"
46131,2023-02-01,5483,5.53,991,"INE, Viviendas turísticas en España, tabla 39363"
46145,2023-02-01,321,5.02,64,"INE, Viviendas turísticas en España, tabla 39363"
46159,2023-02-01,72,4.8,15,"INE, Viviendas turísticas en España, tabla 39363"
46169,2023-02-01,112,3.2,35,"INE, Viviendas turísticas en España, tabla 39363"
46181,2023-02-01,4184,5.38,777,"INE, Viviendas turísticas en España, tabla 39363"
46184,2023-02-01,204,4.64,44,"INE, Viviendas turísticas en España, tabla 39363"
46190,2023-02-01,365,4.15,88,"INE, Viviendas turísticas en España, tabla 39363"
46220,2023-02-01,1993,5.3,376,"INE, Viviendas turísticas en España, tabla 39363"
46235,2023-02-01,884,5.78,153,"INE, Viviendas turísticas en España, tabla 39363"
46244,2023-02-01,305,4.55,67,"INE, Viviendas turísticas en España, tabla 39363"
46250,2023-02-01,19793,3.77,5245,"INE, Viviendas turísticas en España, tabla 39363"
47186,2023-02-01,956,3.51,272,"INE, Viviendas turísticas en España, tabla 39363"
48013,2023-02-01,167,3.21,52,"INE, Viviendas turísticas en España, tabla 39363"
48015,2023-02-01,46,3.07,15,"INE, Viviendas turísticas en España, tabla 39363"
48020,2023-02-01,3307,3.39,975,"INE, Viviendas turísticas en España, tabla 39363"
48027,2023-02-01,42,3.82,11,"INE, Viviendas turísticas en España, tabla 39363"
48036,2023-02-01,38,2.92,13,"INE, Viviendas turísticas en España, tabla 39363"
48044,2023-02-01,441,4.2,105,"INE, Viviendas turísticas en España, tabla 39363"
48054,2023-02-01,39,3.55,11,"INE, Viviendas turísticas en España, tabla 39363"
48078,2023-02-01,100,4.0,25,"INE, Viviendas turísticas en España, tabla 39363"
48082,2023-02-01,37,3.7,10,"INE, Viviendas turísticas en España, tabla 39363"
48084,2023-02-01,30,2.73,11,"INE, Viviendas turísticas en España, tabla 39363"
49275,2023-02-01,746,4.84,154,"INE, Viviendas turísticas en España, tabla 39363"
50297,2023-02-01,2685,3.84,700,"INE, Viviendas turísticas en España, tabla 39363"
51001,2023-02-01,167,3.88,43,"INE, Viviendas turísticas en España, tabla 39363"
52001,2023-02-01,201,3.65,55,"INE, Viviendas turísticas en España, tabla 39363"
01059,2023-08-01,528,3.59,147,"INE, Viviendas turísticas en España, tabla 39363"
02003,2023-08-01,879,4.27,206,"INE, Viviendas turísticas en España, tabla 39363"
02009,2023-08-01,63,4.5,14,"INE, Viviendas turísticas en España, tabla 39363"
02037,2023-08-01,57,4.07,14,"INE, Viviendas turísticas en España, tabla 39363"
02081,2023-08-01,122,4.69,26,"INE, Viviendas turísticas en España, tabla 39363"
03009,2023-08-01,277,3.69,75,"INE, Viviendas turísticas en España, tabla 39363"
03014,2023-08-01,14927,4.37,3418,"INE, Viviendas turísticas en España, tabla 39363"
03031,2023-08-01,13693,4.75,2884,"INE, Viviendas turísticas en España, tabla 39363"
03047,2023-08-01,16708,5.46,3059,"INE, Viviendas turísticas en España, tabla 39363"
03050,2023-08-01,7275,5.63,1293,"INE, Viviendas turísticas en España, tabla 39363"
03059,2023-08-01,166,6.64,25,"INE, Viviendas turísticas en España, tabla 39363"
03063,2023-08-01,18924,5.19,3647,"INE, Viviendas turísticas en España, tabla 39363"
03065,2023-08-01,3745,5.11,733,"INE, Viviendas turísticas en España, tabla 39363"
03066,2023-08-01,87,3.63,24,"INE, Viviendas turísticas en España, tabla 39363"
03082,2023-08-01,18781,6.21,3025,"INE, Viviendas turísticas en España, tabla 39363"
03093,2023-08-01,104,6.5,16,"INE, Viviendas turísticas en España, tabla 39363"
03099,2023-08-01,14210,5.3,2679,"INE, Viviendas turísticas en España, tabla 39363"
03104,2023-08-01,101,4.81,21,"INE, Viviendas turísticas en España, tabla 39363"
03121,2023-08-01,8685,5.24,1657,"INE, Viviendas turísticas en España, tabla 39363"
03122,2023-08-01,634,5.42,117,"INE, Viviendas turísticas en España, tabla 39363"
03133,2023-08-01,21594,4.71,4580,"INE, Viviendas turísticas en España, tabla 39363"
03139,2023-08-01,4263,4.59,928,"INE, Viviendas turísticas en España, tabla 39363"
03140,2023-08-01,284,5.92,48,"INE, Viviendas turísticas en España, tabla 39363"
04013,2023-08-01,4088,4.4,929,"INE, Viviendas turísticas en España, tabla 39363"
04066,2023-08-01,4692,4.91,956,"INE, Viviendas turísticas en España, tabla 39363"
04079,2023-08-01,4478,4.44,1008,"INE, Viviendas turísticas en España, tabla 39363"
04902,2023-08-01,746,4.66,160,"INE, Viviendas turísticas en España, tabla 39363"
05019,2023-08-01,816,4.95,165,"INE, Viviendas turísticas en España, tabla 39363"
06011,2023-08-01,9,4.5,2,"INE, Viviendas turísticas en España, tabla 39363"
06015,2023-08-01,165,4.58,36,"INE, Viviendas turísticas en España, tabla 39363"
06044,2023-08-01,27,3.86,7,"INE, Viviendas turísticas en España, tabla 39363"
06083,2023-08-01,909,4.48,203,"INE, Viviendas turísticas en España, tabla 39363"
06153,2023-08-01,44,2.75,16,"INE, Viviendas turísticas en España, tabla 39363"
07011,2023-08-01,3363,6.42,524,"INE, Viviendas turísticas en España, tabla 39363"
07015,2023-08-01,7641,5.51,1388,"INE, Viviendas turísticas en España, tabla 39363"
07026,2023-08-01,2479,4.6,539,"INE, Viviendas turísticas en España, tabla 39363"
07027,2023-08-01,1717,6.55,262,"INE, Viviendas turísticas en España, tabla 39363"
07031,2023-08-01,4125,6.57,628,"INE, Viviendas turísticas en España, tabla 39363"
07032,2023-08-01,1132,6.05,187,"INE, Viviendas turísticas en España, tabla 39363"
07033,2023-08-01,6140,6.54,939,"INE, Viviendas turísticas en España, tabla 39363"
07036,2023-08-01,912,6.81,134,"INE, Viviendas turísticas en España, tabla 39363"
07040,2023-08-01,5008,4.66,1075,"INE, Viviendas turísticas en España, tabla 39363"
07054,2023-08-01,8009,7.44,1076,"INE, Viviendas turísticas en España, tabla 39363"
08015,2023-08-01,888,4.6,193,"INE, Viviendas turísticas en España, tabla 39363"
08019,2023-08-01,36122,4.8,7531,"INE, Viviendas turísticas en España, tabla 39363"
08056,2023-08-01,1248,4.73,264,"INE, Viviendas turísticas en España, tabla 39363"
08073,2023-08-01,302,3.87,78,"INE, Viviendas turísticas en España, tabla 39363"
08077,2023-08-01,136,2.72,50,"INE, Viviendas turísticas en España, tabla 39363"
08089,2023-08-01,409,4.99,82,"INE, Viviendas turísticas en España, tabla 39363"
08096,2023-08-01,73,4.56,16,"INE, Viviendas turísticas en España, tabla 39363"
08101,2023-08-01,2351,3.84,613,"INE, Viviendas turísticas en España, tabla 39363"
08102,2023-08-01,35,2.92,12,"INE, Viviendas turísticas en España, tabla 39363"
08113,2023-08-01,270,3.97,68,"INE, Viviendas turísticas en España, tabla 39363"
08114,2023-08-01,18,2.25,8,"INE, Viviendas turísticas en España, tabla 39363"
08121,2023-08-01,667,5.02,133,"INE, Viviendas turísticas en España, tabla 39363"
08124,2023-08-01,49,4.9,10,"INE, Viviendas turísticas en España, tabla 39363"
08125,2023-08-01,41,4.1,10,"INE, Viviendas turísticas en España, tabla 39363"
08163,2023-08-01,1403,5.12,274,"INE, Viviendas turísticas en España, tabla 39363"
08169,2023-08-01,128,2.91,44,"INE, Viviendas turísticas en España, tabla 39363"
08172,2023-08-01,206,4.58,45,"INE, Viviendas turísticas en España, tabla 39363"
08180,2023-08-01,18,3.6,5,"INE, Viviendas turísticas en España, tabla 39363"
08184,2023-08-01,184,4.38,42,"INE, Viviendas turísticas en España, tabla 39363"
08187,2023-08-01,193,3.16,61,"INE, Viviendas turísticas en España, tabla 39363"
08194,2023-08-01,900,5.03,179,"INE, Viviendas turísticas en España, tabla 39363"
08196,2023-08-01,4,2.0,2,"INE, Viviendas turísticas en España, tabla 39363"
08200,2023-08-01,61,5.08,12,"INE, Viviendas turísticas en España, tabla 39363"
08205,2023-08-01,390,4.29,91,"INE, Viviendas turísticas en España, tabla 39363"
08211,2023-08-01,29,3.63,8,"INE, Viviendas turísticas en España, tabla 39363"
08217,2023-08-01,44,4.4,10,"INE, Viviendas turísticas en España, tabla 39363"
08231,2023-08-01,1219,7.09,172,"INE, Viviendas turísticas en España, tabla 39363"
08245,2023-08-01,109,3.3,33,"INE, Viviendas turísticas en España, tabla 39363"
08252,2023-08-01,61,5.08,12,"INE, Viviendas turísticas en España, tabla 39363"
08260,2023-08-01,11,3.67,3,"INE, Viviendas turísticas en España, tabla 39363"
08263,2023-08-01,22,4.4,5,"INE, Viviendas turísticas en España, tabla 39363"
08266,2023-08-01,99,3.67,27,"INE, Viviendas turísticas en España, tabla 39363"
08270,2023-08-01,4892,5.22,938,"INE, Viviendas turísticas en España, tabla 39363"
08279,2023-08-01,395,3.46,114,"INE, Viviendas turísticas en España, tabla 39363"
08298,2023-08-01,156,3.63,43,"INE, Viviendas turísticas en España, tabla 39363"
08301,2023-08-01,115,6.05,19,"INE, Viviendas turísticas en España, tabla 39363"
08305,2023-08-01,86,3.44,25,"INE, Viviendas turísticas en España, tabla 39363"
08307,2023-08-01,1055,4.98,212,"INE, Viviendas turísticas en España, tabla 39363"
09018,2023-08-01,304,5.07,60,"INE, Viviendas turísticas en España, tabla 39363"
09059,2023-08-01,1403,4.57,307,"INE, Viviendas turísticas en España, tabla 39363"
09219,2023-08-01,5,2.5,2,"INE, Viviendas turísticas en España, tabla 39363"
10037,2023-08-01,930,4.15,224,"INE, Viviendas turísticas en España, tabla 39363"
10148,2023-08-01,305,3.91,78,"INE, Viviendas turísticas en España, tabla 39363"
11004,2023-08-01,528,4.16,127,"INE, Viviendas turísticas en España, tabla 39363"
11006,2023-08-01,1206,5.27,229,"INE, Viviendas turísticas en España, tabla 39363"
11012,2023-08-01,6936,4.32,1607,"INE, Viviendas turísticas en España, tabla 39363"
11015,2023-08-01,11011,5.9,1865,"INE, Viviendas turísticas en España, tabla 39363"
11020,2023-08-01,3695,4.34,852,"INE, Viviendas turísticas en España, tabla 39363"
11022,2023-08-01,234,3.66,64,"INE, Viviendas turísticas en España, tabla 39363"
11027,2023-08-01,5499,5.34,1029,"INE, Viviendas turísticas en España, tabla 39363"
11028,2023-08-01,479,4.84,99,"INE, Viviendas turísticas en España, tabla 39363"
11030,2023-08-01,2395,5.06,473,"INE, Viviendas turísticas en España, tabla 39363"
11031,2023-08-01,614,4.48,137,"INE, Viviendas turísticas en España, tabla 39363"
11032,2023-08-01,3686,5.12,720,"INE, Viviendas turísticas en España, tabla 39363"
11033,2023-08-01,3222,6.34,508,"INE, Viviendas turísticas en España, tabla 39363"
12009,2023-08-01,93,5.17,18,"INE, Viviendas turísticas en España, tabla 39363"
12027,2023-08-01,1233,4.91,251,"INE, Viviendas turísticas en España, tabla 39363"
12032,2023-08-01,599,5.5,109,"INE, Viviendas turísticas en España, tabla 39363"
12040,2023-08-01,1933,4.36,443,"INE, Viviendas turísticas en España, tabla 39363"
12084,2023-08-01,41,4.56,9,"INE, Viviendas turísticas en España, tabla 39363"
12126,2023-08-01,97,5.71,17,"INE, Viviendas turísticas en España, tabla 39363"
12135,2023-08-01,135,5.0,27,"INE, Viviendas turísticas en España, tabla 39363"
12138,2023-08-01,2963,5.5,539,"INE, Viviendas turísticas en España, tabla 39363"
13005,2023-08-01,109,4.54,24,"INE, Viviendas turísticas en España, tabla 39363"
13034,2023-08-01,322,4.03,80,"INE, Viviendas turísticas en España, tabla 39363"
13071,2023-08-01,53,4.42,12,"INE, Viviendas turísticas en España, tabla 39363"
13082,2023-08-01,103,5.15,20,"INE, Viviendas turísticas en España, tabla 39363"
13087,2023-08-01,137,4.72,29,"INE, Viviendas turísticas en España, tabla 39363"
14021,2023-08-01,8071,4.68,1726,"INE, Viviendas turísticas en España, tabla 39363"
14038,2023-08-01,235,5.34,44,"INE, Viviendas turísticas en España, tabla 39363"
14056,2023-08-01,126,6.0,21,"INE, Viviendas turísticas en España, tabla 39363"
15002,2023-08-01,442,5.02,88,"INE, Viviendas turísticas en España, tabla 39363"
15005,2023-08-01,184,5.41,34,"INE, Viviendas turísticas en España, tabla 39363"
15019,2023-08-01,610,5.75,106,"INE, Viviendas turísticas en España, tabla 39363"
15030,2023-08-01,3506,4.38,800,"INE, Viviendas turísticas en España, tabla 39363"
15031,2023-08-01,125,4.63,27,"INE, Viviendas turísticas en España, tabla 39363"
15036,2023-08-01,1057,4.83,219,"INE, Viviendas turísticas en España, tabla 39363"
15054,2023-08-01,120,5.71,21,"INE, Viviendas turísticas en España, tabla 39363"
15058,2023-08-01,630,4.74,133,"INE, Viviendas turísticas en España, tabla 39363"
15073,2023-08-01,1508,5.06,298,"INE, Viviendas turísticas en España, tabla 39363"
15078,2023-08-01,2689,4.64,580,"INE, Viviendas turísticas en España, tabla 39363"
16078,2023-08-01,1410,4.72,299,"INE, Viviendas turísticas en España, tabla 39363"
17023,2023-08-01,3347,5.58,600,"INE, Viviendas turísticas en España, tabla 39363"
17066,2023-08-01,664,4.49,148,"INE, Viviendas turísticas en España, tabla 39363"
17079,2023-08-01,1820,4.27,426,"INE, Viviendas turísticas en España, tabla 39363"
17095,2023-08-01,10802,6.15,1756,"INE, Viviendas turísticas en España, tabla 39363"
17114,2023-08-01,524,5.04,104,"INE, Viviendas turísticas en España, tabla 39363"
17155,2023-08-01,38,4.75,8,"INE, Viviendas turísticas en España, tabla 39363"
18017,2023-08-01,7307,5.29,1380,"INE, Viviendas turísticas en España, tabla 39363"
18087,2023-08-01,11073,4.5,2458,"INE, Viviendas turísticas en España, tabla 39363"
18140,2023-08-01,1698,5.46,311,"INE, Viviendas turísticas en España, tabla 39363"
19046,2023-08-01,9,3.0,3,"INE, Viviendas turísticas en España, tabla 39363"
19130,2023-08-01,176,5.33,33,"INE, Viviendas turísticas en España, tabla 39363"
20030,2023-08-01,44,3.14,14,"INE, Viviendas turísticas en España, tabla 39363"
20045,2023-08-01,315,4.32,73,"INE, Viviendas turísticas en España, tabla 39363"
20067,2023-08-01,81,3.68,22,"INE, Viviendas turísticas en España, tabla 39363"
20069,2023-08-01,5651,4.15,1361,"INE, Viviendas turísticas en España, tabla 39363"
21041,2023-08-01,521,3.72,140,"INE, Viviendas turísticas en España, tabla 39363"
21044,2023-08-01,1082,5.52,196,"INE, Viviendas turísticas en España, tabla 39363"
22125,2023-08-01,171,3.89,44,"INE, Viviendas turísticas en España, tabla 39363"
23005,2023-08-01,144,4.65,31,"INE, Viviendas turísticas en España, tabla 39363"
23050,2023-08-01,515,4.09,126,"INE, Viviendas turísticas en España, tabla 39363"
23055,2023-08-01,123,4.1,30,"INE, Viviendas turísticas en España, tabla 39363"
23092,2023-08-01,508,4.62,110,"INE, Viviendas turísticas en España, tabla 39363"
24089,2023-08-01,2079,4.65,447,"INE, Viviendas turísticas en España, tabla 39363"
24115,2023-08-01,592,4.63,128,"INE, Viviendas turísticas en España, tabla 39363"
24142,2023-08-01,121,8.07,15,"INE, Viviendas turísticas en España, tabla 39363"
25120,2023-08-01,228,4.38,52,"INE, Viviendas turísticas en España, tabla 39363"
26089,2023-08-01,2274,5.39,422,"INE, Viviendas turísticas en España, tabla 39363"
27028,2023-08-01,987,4.51,219,"INE, Viviendas turísticas en España, tabla 39363"
28005,2023-08-01,713,3.81,187,"INE, Viviendas turísticas en España, tabla 39363"
28006,2023-08-01,326,2.63,124,"INE, Viviendas turísticas en España, tabla 39363"
28007,2023-08-01,147,2.94,50,"INE, Viviendas turísticas en España, tabla 39363"
28013,2023-08-01,398,5.31,75,"INE, Viviendas turísticas en España, tabla 39363"
28014,2023-08-01,28,2.55,11,"INE, Viviendas turísticas en España, tabla 39363"
28022,2023-08-01,107,4.28,25,"INE, Viviendas turísticas en España, tabla 39363"
28045,2023-08-01,65,5.0,13,"INE, Viviendas turísticas en España, tabla 39363"
28047,2023-08-01,85,4.25,20,"INE, Viviendas turísticas en España, tabla 39363"
28049,2023-08-01,126,3.32,38,"INE, Viviendas turísticas en España, tabla 39363"
28058,2023-08-01,38,2.71,14,"INE, Viviendas turísticas en España, tabla 39363"
28061,2023-08-01,140,4.38,32,"INE, Viviendas turísticas en España, tabla 39363"
28065,2023-08-01,192,2.43,79,"INE, Viviendas turísticas en España, tabla 39363"
28074,2023-08-01,87,2.23,39,"INE, Viviendas turísticas en España, tabla 39363"
28079,2023-08-01,51265,3.63,14133,"INE, Viviendas turísticas en España, tabla 39363"
28080,2023-08-01,113,3.42,33,"INE, Viviendas turísticas en España, tabla 39363"
28092,2023-08-01,122,2.77,44,"INE, Viviendas turísticas en España, tabla 39363"
28096,2023-08-01,77,5.5,14,"INE, Viviendas turísticas en España, tabla 39363"
28106,2023-08-01,70,2.26,31,"INE, Viviendas turísticas en España, tabla 39363"
28113,2023-08-01,60,3.16,19,"INE, Viviendas turísticas en España, tabla 39363"
28115,2023-08-01,242,2.78,87,"INE, Viviendas turísticas en España, tabla 39363"
28123,2023-08-01,113,4.19,27,"INE, Viviendas turísticas en España, tabla 39363"
28127,2023-08-01,239,4.19,57,"INE, Viviendas turísticas en España, tabla 39363"
28130,2023-08-01,14,2.8,5,"INE, Viviendas turísticas en España, tabla 39363"
28134,2023-08-01,327,3.52,93,"INE, Viviendas turísticas en España, tabla 39363"
28148,2023-08-01,172,2.77,62,"INE, Viviendas turísticas en España, tabla 39363"
28161,2023-08-01,78,3.71,21,"INE, Viviendas turísticas en España, tabla 39363"
28181,2023-08-01,249,4.22,59,"INE, Viviendas turísticas en España, tabla 39363"
28903,2023-08-01,32,2.13,15,"INE, Viviendas turísticas en España, tabla 39363"
29007,2023-08-01,1736,7.2,241,"INE, Viviendas turísticas en España, tabla 39363"
29015,2023-08-01,621,5.45,114,"INE, Viviendas turísticas en España, tabla 39363"
29025,2023-08-01,16209,4.72,3431,"INE, Viviendas turísticas en España, tabla 39363"
29051,2023-08-01,15603,5.22,2989,"INE, Viviendas turísticas en España, tabla 39363"
29054,2023-08-01,11724,4.83,2427,"INE, Viviendas turísticas en España, tabla 39363"
29067,2023-08-01,28228,4.31,6550,"INE, Viviendas turísticas en España, tabla 39363"
29069,2023-08-01,37184,5.69,6540,"INE, Viviendas turísticas en España, tabla 39363"
29070,2023-08-01,21268,5.35,3979,"INE, Viviendas turísticas en España, tabla 39363"
29082,2023-08-01,3184,5.32,599,"INE, Viviendas turísticas en España, tabla 39363"
29084,2023-08-01,2659,4.78,556,"INE, Viviendas turísticas en España, tabla 39363"
29094,2023-08-01,4991,5.33,936,"INE, Viviendas turísticas en España, tabla 39363"
29901,2023-08-01,9427,4.13,2280,"INE, Viviendas turísticas en España, tabla 39363"
30003,2023-08-01,2106,5.33,395,"INE, Viviendas turísticas en España, tabla 39363"
30005,2023-08-01,43,5.38,8,"INE, Viviendas turísticas en España, tabla 39363"
30015,2023-08-01,308,5.22,59,"INE, Viviendas turísticas en España, tabla 39363"
30016,2023-08-01,9027,5.35,1686,"INE, Viviendas turísticas en España, tabla 39363"
30019,2023-08-01,76,5.43,14,"INE, Viviendas turísticas en España, tabla 39363"
30022,2023-08-01,100,6.67,15,"INE, Viviendas turísticas en España, tabla 39363"
30024,2023-08-01,429,6.31,68,"INE, Viviendas turísticas en España, tabla 39363"
30026,2023-08-01,3083,5.23,589,"INE, Viviendas turísticas en España, tabla 39363"
30027,2023-08-01,124,4.28,29,"INE, Viviendas turísticas en España, tabla 39363"
30030,2023-08-01,3317,4.47,742,"INE, Viviendas turísticas en España, tabla 39363"
30035,2023-08-01,6209,5.11,1214,"INE, Viviendas turísticas en España, tabla 39363"
30037,2023-08-01,2974,4.84,615,"INE, Viviendas turísticas en España, tabla 39363"
30039,2023-08-01,81,8.1,10,"INE, Viviendas turísticas en España, tabla 39363"
30043,2023-08-01,169,5.63,30,"INE, Viviendas turísticas en España, tabla 39363"
31201,2023-08-01,2375,4.22,563,"INE, Viviendas turísticas en España, tabla 39363"
31232,2023-08-01,395,5.41,73,"INE, Viviendas turísticas en España, tabla 39363"
32054,2023-08-01,1296,4.66,278,"INE, Viviendas turísticas en España, tabla 39363"
33004,2023-08-01,722,4.66,155,"INE, Viviendas turísticas en España, tabla 39363"
33024,2023-08-01,6561,4.63,1418,"INE, Viviendas turísticas en España, tabla 39363"
33031,2023-08-01,129,4.78,27,"INE, Viviendas turísticas en España, tabla 39363"
33037,2023-08-01,179,4.71,38,"INE, Viviendas turísticas en España, tabla 39363"
33044,2023-08-01,3341,4.3,777,"INE, Viviendas turísticas en España, tabla 39363"
33066,2023-08-01,447,5.96,75,"INE, Viviendas turísticas en España, tabla 39363"
34120,2023-08-01,160,4.44,36,"INE, Viviendas turísticas en España, tabla 39363"
35002,2023-08-01,1040,4.19,248,"INE, Viviendas turísticas en España, tabla 39363"
35004,2023-08-01,1804,3.69,489,"INE, Viviendas turísticas en España, tabla 39363"
35006,2023-08-01,615,5.8,106,"INE, Viviendas turísticas en España, tabla 39363"
35011,2023-08-01,547,4.76,115,"INE, Viviendas turísticas en España, tabla 39363"
35014,2023-08-01,15532,4.28,3625,"INE, Viviendas turísticas en España, tabla 39363"
35016,2023-08-01,8592,3.49,2464,"INE, Viviendas turísticas en España, tabla 39363"
35017,2023-08-01,1555,4.04,385,"INE, Viviendas turísticas en España, tabla 39363"
35019,2023-08-01,14638,4.21,3480,"INE, Viviendas turísticas en España, tabla 39363"
35022,2023-08-01,1179,4.11,287,"INE, Viviendas turísticas en España, tabla 39363"
35026,2023-08-01,1562,4.31,362,"INE, Viviendas turísticas en España, tabla 39363"
36008,2023-08-01,2050,5.11,401,"INE, Viviendas turísticas en España, tabla 39363"
36026,2023-08-01,901,5.78,156,"INE, Viviendas turísticas en España, tabla 39363"
36038,2023-08-01,1772,4.94,359,"INE, Viviendas turísticas en España, tabla 39363"
36045,2023-08-01,564,5.32,106,"INE, Viviendas turísticas en España, tabla 39363"
36057,2023-08-01,5016,4.25,1181,"INE, Viviendas turísticas en España, tabla 39363"
36060,2023-08-01,1722,5.2,331,"INE, Viviendas turísticas en España, tabla 39363"
37274,2023-08-01,2765,4.33,639,"INE, Viviendas turísticas en España, tabla 39363"
38001,2023-08-01,17236,4.82,3578,"INE, Viviendas turísticas en España, tabla 39363"
38006,2023-08-01,15634,4.01,3896,"INE, Viviendas turísticas en España, tabla 39363"
38011,2023-08-01,1303,4.18,312,"INE, Viviendas turísticas en España, tabla 39363"
38017,2023-08-01,4801,4.21,1141,"INE, Viviendas turísticas en España, tabla 39363"
38023,2023-08-01,2411,3.71,649,"INE, Viviendas turísticas en España, tabla 39363"
38026,2023-08-01,1414,4.4,321,"INE, Viviendas turísticas en España, tabla 39363"
38028,2023-08-01,3233,3.49,926,"INE, Viviendas turísticas en España, tabla 39363"
38031,2023-08-01,1000,3.7,270,"INE, Viviendas turísticas en España, tabla 39363"
38038,2023-08-01,3418,3.75,911,"INE, Viviendas turísticas en España, tabla 39363"
39016,2023-08-01,447,5.02,89,"INE, Viviendas turísticas en España, tabla 39363"
39020,2023-08-01,1213,4.61,263,"INE, Viviendas turísticas en España, tabla 39363"
39075,2023-08-01,5909,4.28,1382,"INE, Viviendas turísticas en España, tabla 39363"
39087,2023-08-01,376,4.22,89,"INE, Viviendas turísticas en España, tabla 39363"
40194,2023-08-01,547,4.84,113,"INE, Viviendas turísticas en España, tabla 39363"
41004,2023-08-01,270,6.28,43,"INE, Viviendas turísticas en España, tabla 39363"
41021,2023-08-01,94,4.95,19,"INE, Viviendas turísticas en España, tabla 39363"
41024,2023-08-01,373,5.41,69,"INE, Viviendas turísticas en España, tabla 39363"
41034,2023-08-01,56,5.09,11,"INE, Viviendas turísticas en España, tabla 39363"
41038,2023-08-01,317,4.46,71,"INE, Viviendas turísticas en España, tabla 39363"
41039,2023-08-01,165,4.58,36,"INE, Viviendas turísticas en España, tabla 39363"
41053,2023-08-01,34,3.4,10,"INE, Viviendas turísticas en España, tabla 39363"
41059,2023-08-01,256,4.34,59,"INE, Viviendas turísticas en España, tabla 39363"
41065,2023-08-01,34,4.86,7,"INE, Viviendas turísticas en España, tabla 39363"
41069,2023-08-01,64,8.0,8,"INE, Viviendas turísticas en España, tabla 39363"
41081,2023-08-01,74,5.29,14,"INE, Viviendas turísticas en España, tabla 39363"
41091,2023-08-01,22622,4.16,5432,"INE, Viviendas turísticas en España, tabla 39363"
41095,2023-08-01,86,5.73,15,"INE, Viviendas turísticas en España, tabla 39363"
42173,2023-08-01,567,5.11,111,"INE, Viviendas turísticas en España, tabla 39363"
43038,2023-08-01,8198,5.73,1431,"INE, Viviendas turísticas en España, tabla 39363"
43123,2023-08-01,615,5.86,105,"INE, Viviendas turísticas en España, tabla 39363"
43148,2023-08-01,3308,4.56,725,"INE, Viviendas turísticas en España, tabla 39363"
43155,2023-08-01,337,5.03,67,"INE, Viviendas turísticas en España, tabla 39363"
43163,2023-08-01,2622,6.08,431,"INE, Viviendas turísticas en España, tabla 39363"
43905,2023-08-01,13842,5.34,2593,"INE, Viviendas turísticas en España, tabla 39363"
44216,2023-08-01,687,5.68,121,"INE, Viviendas turísticas en España, tabla 39363"
