cod_ine,anio,pct_renta_alta_200,pct_renta_baja_60
35016,2023,11.2,23.9
35017,2015,9.9,25.9
35017,2016,10.3,24.2
35017,2017,9.4,21.6
35017,2018,8.9,21.3
35017,2019,8.9,21.9
35017,2020,8.8,25.4
35017,2021,8.8,24.5
35017,2022,8.0,22.4
35017,2023,7.2,22.3
35019,2015,8.1,29.5
35019,2016,8.2,28.9
35019,2017,8.3,26.3
35019,2018,7.9,26.0
35019,2019,7.6,26.2
35019,2020,7.0,29.6
35019,2021,7.4,29.4
35019,2022,7.4,26.6
35019,2023,7.1,25.6
35022,2015,3.7,30.9
35022,2016,4.1,29.3
35022,2017,3.8,27.7
35022,2018,3.7,27.2
35022,2019,3.6,27.3
35022,2020,3.4,30.6
35022,2021,3.4,30.0
35022,2022,3.3,27.9
35022,2023,3.0,26.0
35026,2015,7.4,28.7
35026,2016,7.9,26.6
35026,2017,7.4,25.4
35026,2018,7.1,24.0
35026,2019,6.8,23.7
35026,2020,6.9,23.9
35026,2021,6.9,23.6
35026,2022,6.4,23.5
35026,2023,5.9,22.4
36008,2015,7.2,19.9
36008,2016,7.8,18.1
36008,2017,7.0,17.8
36008,2018,6.6,17.2
36008,2019,6.2,17.3
36008,2020,6.4,16.7
36008,2021,6.4,16.3
36008,2022,6.0,17.5
36008,2023,5.4,17.4
36026,2015,7.0,23.5
36026,2016,7.3,21.7
36026,2017,6.3,21.9
36026,2018,5.8,21.3
36026,2019,5.2,21.0
36026,2020,5.4,21.3
36026,2021,4.9,20.5
36026,2022,4.3,21.3
36026,2023,4.2,21.1
36038,2015,14.5,20.6
36038,2016,15.2,19.8
36038,2017,14.1,19.9
36038,2018,13.1,19.5
36038,2019,12.7,19.3
36038,2020,13.0,18.8
36038,2021,12.6,18.2
36038,2022,11.3,19.2
36038,2023,10.2,19.4
36045,2015,7.0,16.1
36045,2016,7.8,14.7
36045,2017,6.8,14.2
36045,2018,6.4,13.6
36045,2019,5.8,13.3
36045,2020,6.2,13.1
36045,2021,6.0,13.3
36045,2022,5.0,13.8
36045,2023,4.5,13.8
36057,2015,13.6,18.0
36057,2016,14.3,17.5
36057,2017,13.1,17.2
36057,2018,12.2,16.7
36057,2019,11.6,16.5
36057,2020,11.9,16.4
36057,2021,11.5,16.2
36057,2022,10.4,17.5
36057,2023,9.6,17.6
36060,2015,7.1,25.6
36060,2016,7.3,23.4
36060,2017,6.4,23.1
36060,2018,6.0,22.3
36060,2019,5.8,22.2
36060,2020,6.1,21.9
36060,2021,5.9,21.3
36060,2022,5.1,22.2
36060,2023,4.9,22.6
37274,2015,14.8,21.1
37274,2016,15.4,20.5
37274,2017,13.7,20.5
37274,2018,12.8,20.4
37274,2019,12.2,20.5
37274,2020,12.7,21.0
37274,2021,11.9,20.5
37274,2022,10.6,22.0
37274,2023,9.7,22.6
38001,2015,6.3,35.2
38001,2016,6.6,34.6
38001,2017,6.2,32.0
38001,2018,5.8,32.0
38001,2019,5.8,31.2
38001,2020,4.7,37.7
38001,2021,5.3,36.6
38001,2022,5.5,32.1
38001,2023,5.5,30.7
38006,2015,4.0,39.2
38006,2016,4.2,39.2
38006,2017,4.1,35.3
38006,2018,3.9,34.8
38006,2019,3.7,33.3
38006,2020,3.2,39.8
38006,2021,3.6,39.2
38006,2022,3.5,35.2
38006,2023,3.4,33.6
38011,2015,12.5,24.3
38011,2016,13.4,23.4
38011,2017,12.1,22.3
38011,2018,11.6,20.9
38011,2019,11.5,20.6
38011,2020,11.9,20.1
38011,2021,11.7,18.9
38011,2022,11.2,19.1
38011,2023,10.1,18.5
38017,2015,4.3,34.4
38017,2016,4.7,33.7
38017,2017,4.7,30.5
38017,2018,4.3,29.9
38017,2019,4.4,29.3
38017,2020,4.1,33.0
38017,2021,4.2,33.9
38017,2022,4.0,30.3
38017,2023,3.6,28.5
38023,2015,10.9,29.1
38023,2016,11.6,27.6
38023,2017,10.6,27.0
38023,2018,10.3,26.2
38023,2019,10.3,25.5
38023,2020,10.6,25.7
38023,2021,10.3,24.9
38023,2022,9.4,25.1
38023,2023,8.6,24.4
38026,2015,6.2,32.6
38026,2016,6.6,29.7
38026,2017,6.2,28.3
38026,2018,6.0,27.5
38026,2019,5.8,27.0
38026,2020,5.9,27.1
38026,2021,5.8,26.4
38026,2022,5.8,25.1
38026,2023,5.3,24.2
38028,2015,9.6,30.2
38028,2016,9.6,31.3
38028,2017,9.5,28.7
38028,2018,9.2,28.5
38028,2019,8.9,28.5
38028,2020,8.7,29.7
38028,2021,8.8,28.9
38028,2022,8.3,28.7
38028,2023,7.7,28.3
38031,2015,3.8,33.1
38031,2016,4.0,30.7
38031,2017,3.5,28.6
38031,2018,3.6,27.4
38031,2019,3.7,25.9
38031,2020,3.7,27.7
38031,2021,3.5,27.3
38031,2022,3.3,26.1
38031,2023,3.1,24.6
38038,2015,14.6,28.2
38038,2016,15.4,27.1
38038,2017,14.2,27.0
38038,2018,13.7,26.3
38038,2019,13.2,25.1
38038,2020,13.5,25.0
38038,2021,13.2,24.4
38038,2022,12.3,24.1
38038,2023,11.4,23.5
39016,2015,10.8,15.8
39016,2016,11.4,14.6
39016,2017,10.0,14.1
39016,2018,9.3,14.1
39016,2019,8.7,14.0
39016,2020,9.4,14.1
39016,2021,8.8,13.9
39016,2022,7.6,14.4
39016,2023,6.9,14.8
39020,2015,15.1,20.6
39020,2016,16.3,19.2
39020,2017,14.3,19.5
39020,2018,13.7,19.2
39020,2019,13.0,19.2
39020,2020,13.1,19.4
39020,2021,12.8,19.1
39020,2022,11.4,18.7
39020,2023,10.2,19.6
39075,2015,18.0,18.6
39075,2016,19.1,17.8
39075,2017,17.5,17.8
39075,2018,16.4,17.6
39075,2019,15.8,17.9
39075,2020,15.6,18.2
39075,2021,15.0,17.9
39075,2022,13.4,18.7
39075,2023,12.4,19.4
39087,2015,8.2,22.0
39087,2016,8.7,20.5
39087,2017,8.0,20.1
39087,2018,7.4,20.0
39087,2019,7.1,20.2
39087,2020,6.9,20.6
39087,2021,6.5,20.3
39087,2022,5.7,21.6
39087,2023,4.8,22.2
40194,2015,15.1,19.0
40194,2016,16.1,18.1
40194,2017,14.6,18.2
40194,2018,14.0,18.1
40194,2019,13.1,18.3
40194,2020,13.7,18.9
40194,2021,13.5,17.4
40194,2022,11.6,19.1
40194,2023,10.8,20.4
41004,2015,5.7,31.1
41004,2016,6.1,29.6
41004,2017,5.5,29.2
41004,2018,5.4,27.9
41004,2019,5.0,26.2
41004,2020,5.5,26.0
41004,2021,5.4,24.1
41004,2022,4.9,25.6
41004,2023,4.5,24.3
41021,2015,5.1,33.9
41021,2016,5.3,32.8
41021,2017,4.8,32.5
41021,2018,4.4,31.7
41021,2019,4.4,30.9
41021,2020,4.5,30.9
41021,2021,4.7,29.6
41021,2022,4.0,30.7
41021,2023,4.0,29.6
41024,2015,4.4,33.7
41024,2016,4.8,30.7
41024,2017,4.2,30.2
41024,2018,3.9,28.9
41024,2019,3.9,27.5
41024,2020,4.4,27.1
41024,2021,4.4,25.9
41024,2022,3.9,27.4
41024,2023,3.6,26.4
41034,2015,3.3,38.7
41034,2016,3.9,36.8
41034,2017,3.5,37.0
41034,2018,3.1,34.7
41034,2019,2.9,33.7
41034,2020,3.0,34.5
41034,2021,2.9,32.9
41034,2022,2.4,34.6
41034,2023,2.1,32.6
41038,2015,8.1,27.0
41038,2016,8.7,25.7
41038,2017,7.7,25.1
41038,2018,7.3,24.1
41038,2019,7.1,22.8
41038,2020,7.6,22.1
41038,2021,7.6,21.0
41038,2022,6.8,21.5
41038,2023,6.4,20.7
41039,2015,4.0,37.0
41039,2016,4.5,34.6
41039,2017,4.1,33.9
41039,2018,3.9,31.9
41039,2019,3.5,30.0
41039,2020,3.9,30.4
41039,2021,4.1,28.5
41039,2022,3.4,30.4
41039,2023,3.3,29.5
41053,2015,3.1,41.3
41053,2016,3.6,39.3
41053,2017,3.2,37.7
41053,2018,3.1,35.6
41053,2019,2.9,32.9
41053,2020,3.0,33.1
41053,2021,3.1,29.7
41053,2022,2.7,32.7
41053,2023,2.4,31.8
41059,2015,15.1,22.2
41059,2016,16.3,21.3
41059,2017,14.9,20.7
41059,2018,14.5,20.0
41059,2019,13.7,18.6
41059,2020,14.1,18.7
41059,2021,14.1,17.6
41059,2022,12.8,17.9
41059,2023,11.9,17.7
41065,2015,3.5,31.3
41065,2016,4.1,29.7
41065,2017,3.6,28.9
41065,2018,3.2,27.9
41065,2019,2.9,26.6
41065,2020,3.1,26.9
41065,2021,3.2,25.8
41065,2022,2.7,27.8
41065,2023,2.5,27.4
41069,2015,2.0,45.5
41069,2016,2.1,42.5
41069,2017,2.1,40.1
41069,2018,2.0,38.5
41069,2019,1.8,34.7
41069,2020,2.0,34.5
41069,2021,2.0,33.0
41069,2022,1.7,35.2
41069,2023,1.6,33.7
41081,2015,4.1,32.7
41081,2016,4.6,31.5
41081,2017,3.8,31.0
41081,2018,3.6,29.4
41081,2019,3.6,27.3
41081,2020,3.8,27.3
41081,2021,3.7,24.7
41081,2022,3.3,25.6
41081,2023,2.9,24.1
41091,2015,14.5,25.4
41091,2016,15.4,24.7
41091,2017,14.2,24.9
41091,2018,13.7,24.1
41091,2019,13.1,23.8
41091,2020,13.4,24.2
41091,2021,13.0,23.5
41091,2022,12.1,24.1
41091,2023,11.3,23.9
41095,2015,4.3,35.0
41095,2016,4.7,33.3
41095,2017,4.0,33.0
41095,2018,4.0,31.3
41095,2019,3.5,29.6
41095,2020,3.9,29.3
41095,2021,3.9,28.7
41095,2022,3.4,30.1
41095,2023,3.2,28.2
42173,2015,16.0,15.0
42173,2016,17.0,13.8
42173,2017,15.0,13.6
42173,2018,14.1,13.1
42173,2019,13.3,13.6
42173,2020,14.1,14.5
42173,2021,13.2,13.1
42173,2022,11.5,15.4
42173,2023,10.4,16.6
43038,2015,16.7,24.0
43038,2016,17.6,21.5
43038,2017,16.5,21.4
43038,2018,15.9,21.4
43038,2019,14.9,22.0
43038,2020,14.8,23.5
43038,2021,15.2,21.3
43038,2022,13.6,20.1
43038,2023,12.7,20.6
43123,2015,12.7,23.0
43123,2016,13.5,21.2
43123,2017,12.4,20.8
43123,2018,11.8,20.6
43123,2019,11.0,20.4
43123,2020,11.1,21.5
43123,2021,10.8,21.0
43123,2022,9.2,22.0
43123,2023,8.3,22.5
43148,2015,19.3,20.6
43148,2016,19.9,20.4
43148,2017,18.5,19.3
43148,2018,17.2,19.2
43148,2019,16.3,19.6
43148,2020,16.7,20.3
43148,2021,16.4,19.4
43148,2022,13.8,20.7
43148,2023,12.5,21.6
43155,2015,12.6,24.6
43155,2016,13.1,23.4
43155,2017,12.3,23.4
43155,2018,11.5,23.2
43155,2019,11.3,23.2
43155,2020,11.8,22.7
43155,2021,11.3,23.1
43155,2022,9.4,24.8
43155,2023,8.2,25.8
43163,2015,10.2,25.9
43163,2016,10.5,24.1
43163,2017,9.9,23.8
43163,2018,9.5,22.8
43163,2019,8.9,22.3
43163,2020,9.0,22.5
43163,2021,8.8,21.2
43163,2022,7.5,22.3
43163,2023,6.8,22.6
43905,2015,12.3,27.1
43905,2016,12.6,24.2
43905,2017,11.8,24.1
43905,2018,11.0,24.3
43905,2019,10.7,24.9
43905,2020,9.9,32.2
43905,2021,9.9,25.3
43905,2022,9.3,24.6
43905,2023,8.5,25.2
44216,2015,16.5,14.7
44216,2016,17.2,13.2
44216,2017,15.7,13.1
44216,2018,14.4,12.6
44216,2019,13.8,12.9
44216,2020,14.3,13.0
44216,2021,13.6,12.5
44216,2022,12.1,13.6
44216,2023,11.1,14.4
45081,2015,8.7,24.6
45081,2016,9.6,22.8
45081,2017,8.5,21.5
45081,2018,8.2,21.0
45081,2019,7.9,20.9
45081,2020,8.1,21.2
45081,2021,8.2,20.0
45081,2022,7.2,20.2
45081,2023,6.7,20.0
45165,2015,6.5,33.0
45165,2016,6.9,31.0
45165,2017,6.5,30.6
45165,2018,6.0,29.8
45165,2019,5.8,29.7
45165,2020,6.2,29.4
45165,2021,5.8,29.5
45165,2022,5.0,30.5
45165,2023,4.4,31.5
45168,2015,20.5,15.3
45168,2016,21.4,14.4
45168,2017,19.9,14.5
45168,2018,18.7,14.6
45168,2019,18.0,14.8
45168,2020,18.4,15.2
45168,2021,17.9,14.3
45168,2022,15.5,14.8
45168,2023,14.3,15.3
46005,2015,5.1,25.6
46005,2016,5.7,23.6
46005,2017,5.0,22.7
46005,2018,5.0,21.4
46005,2019,4.9,21.3
46005,2020,5.0,20.5
46005,2021,4.7,19.9
46005,2022,4.2,20.6
46005,2023,4.0,21.5
46017,2015,8.2,24.3
46017,2016,9.1,22.1
46017,2017,8.2,22.2
46017,2018,7.8,21.4
46017,2019,7.4,21.5
46017,2020,7.8,20.7
46017,2021,7.4,20.4
46017,2022,6.6,21.7
46017,2023,6.3,22.5
46021,2015,5.4,24.7
46021,2016,5.9,23.0
46021,2017,5.3,21.9
46021,2018,5.1,20.7
46021,2019,4.8,20.1
46021,2020,5.3,19.8
46021,2021,4.9,19.3
46021,2022,4.4,20.3
46021,2023,4.1,20.5
46029,2015,7.6,26.1
46029,2016,8.4,24.0
46029,2017,7.8,24.2
46029,2018,7.2,23.5
46029,2019,7.1,22.4
46029,2020,7.6,21.8
46029,2021,6.9,22.4
46029,2022,6.1,22.9
46029,2023,5.9,24.1
46078,2015,5.6,28.9
46078,2016,6.1,27.6
46078,2017,5.4,26.5
46078,2018,5.2,25.0
46078,2019,5.0,25.1
46078,2020,5.0,24.7
46078,2021,4.6,23.9
46078,2022,4.0,26.2
46078,2023,3.5,27.5
46094,2015,9.0,23.6
46094,2016,9.4,22.5
46094,2017,8.5,22.2
46094,2018,8.6,21.4
46094,2019,8.2,21.2
46094,2020,8.5,20.7
46094,2021,8.2,20.6
46094,2022,7.4,21.6
46094,2023,6.4,23.0
46102,2015,5.2,24.3
46102,2016,5.9,21.6
46102,2017,5.7,20.8
46102,2018,5.3,19.5
46102,2019,5.1,19.3
46102,2020,5.3,19.1
46102,2021,5.1,18.9
46102,2022,4.7,20.3
46102,2023,4.4,21.4
46110,2015,4.9,28.5
46110,2016,5.5,27.0
46110,2017,4.9,26.4
46110,2018,4.9,26.8
46110,2019,4.3,25.9
46110,2020,4.7,26.2
46110,2021,4.4,25.8
46110,2022,3.9,26.5
46110,2023,3.1,28.7
46131,2015,7.8,31.8
46131,2016,8.3,30.0
46131,2017,7.7,29.0
46131,2018,7.5,28.5
46131,2019,7.0,28.1
46131,2020,7.3,28.1
46131,2021,7.0,27.2
46131,2022,6.2,29.0
46131,2023,5.6,30.9
46145,2015,9.4,26.4
46145,2016,9.7,25.0
46145,2017,9.2,23.1
46145,2018,8.6,22.5
46145,2019,8.4,22.0
46145,2020,9.1,20.6
46145,2021,8.7,20.4
46145,2022,7.7,22.3
46145,2023,6.6,22.8
46159,2015,5.8,27.3
46159,2016,6.2,25.3
46159,2017,5.4,24.8
46159,2018,5.5,23.6
46159,2019,5.2,23.3
46159,2020,5.4,22.8
46159,2021,5.2,21.8
46159,2022,4.7,22.6
46159,2023,4.2,23.4
46169,2015,7.8,24.3
46169,2016,8.2,23.3
46169,2017,7.4,22.5
46169,2018,7.2,22.3
46169,2019,6.8,22.0
46169,2020,7.2,21.1
46169,2021,6.9,20.3
46169,2022,6.1,21.9
46169,2023,5.5,22.1
46181,2015,6.4,30.7
46181,2016,7.1,28.7
46181,2017,6.4,28.1
46181,2018,6.3,27.1
46181,2019,6.1,27.1
46181,2020,7.0,26.1
46181,2021,6.6,26.1
46181,2022,5.8,26.4
46181,2023,5.1,27.1
46184,2015,6.6,26.4
46184,2016,7.3,23.9
46184,2017,6.8,23.5
46184,2018,6.8,22.2
46184,2019,6.4,22.0
46184,2020,6.9,21.6
46184,2021,7.0,19.7
46184,2022,6.2,21.5
46184,2023,5.4,23.0
46190,2015,12.7,25.3
46190,2016,13.5,23.5
46190,2017,12.3,22.9
46190,2018,12.3,22.1
46190,2019,11.5,21.6
46190,2020,12.0,21.1
46190,2021,11.5,20.2
46190,2022,10.7,21.3
46190,2023,9.7,22.1
46220,2015,11.0,22.8
46220,2016,11.5,22.5
46220,2017,10.6,21.7
46220,2018,9.6,21.2
46220,2019,9.1,21.0
46220,2020,9.4,20.7
46220,2021,9.0,21.1
46220,2022,7.8,23.1
46220,2023,6.8,23.6
46235,2015,8.5,25.5
46235,2016,9.0,24.2
46235,2017,8.3,22.6
46235,2018,8.1,21.4
46235,2019,7.8,21.4
46235,2020,8.1,21.0
46235,2021,7.6,20.9
46235,2022,7.2,21.8
46235,2023,6.3,22.9
46244,2015,8.5,29.3
46244,2016,9.1,27.2
46244,2017,8.3,26.0
46244,2018,8.1,24.9
46244,2019,7.8,25.0
46244,2020,8.1,24.2
46244,2021,8.1,23.8
46244,2022,7.3,24.8
46244,2023,6.8,25.3
46250,2015,16.7,22.8
46250,2016,17.5,21.8
46250,2017,16.4,21.6
46250,2018,16.0,20.8
46250,2019,15.5,20.4
46250,2020,15.9,19.9
46250,2021,15.5,19.3
46250,2022,14.2,20.2
46250,2023,13.0,21.0
47186,2015,17.1,16.5
47186,2016,18.1,15.4
47186,2017,16.5,15.1
47186,2018,15.4,14.9
47186,2019,14.6,15.0
47186,2020,14.8,15.3
47186,2021,14.0,15.1
47186,2022,12.4,16.6
47186,2023,11.6,17.4
48013,2015,15.5,14.8
48013,2016,16.1,14.8
48013,2017,14.7,15.4
48013,2018,12.6,15.3
48013,2019,12.3,15.7
48013,2020,12.9,16.7
48013,2021,12.1,16.4
48013,2022,11.0,17.4
48013,2023,10.2,15.1
48015,2015,13.5,13.3
48015,2016,14.4,12.9
48015,2017,12.9,13.6
48015,2018,11.6,13.2
48015,2019,11.2,14.3
48015,2020,11.1,15.4
48015,2021,10.7,15.3
48015,2022,9.5,16.7
48015,2023,9.1,14.1
48020,2015,24.0,16.3
48020,2016,25.0,15.7
48020,2017,23.4,16.6
48020,2018,21.9,16.5
48020,2019,21.4,17.3
48020,2020,21.5,18.5
48020,2021,20.7,17.8
48020,2022,19.6,18.5
48020,2023,19.0,15.8
48027,2015,25.5,10.5
48027,2016,27.7,9.9
48027,2017,26.1,10.4
48027,2018,23.7,10.3
48027,2019,21.9,10.6
48027,2020,23.1,11.5
48027,2021,22.5,10.8
48027,2022,21.2,11.5
48027,2023,19.3,10.4
48036,2015,22.6,9.4
48036,2016,23.8,9.2
48036,2017,21.9,9.2
48036,2018,19.7,8.7
48036,2019,19.5,8.6
48036,2020,20.3,9.3
48036,2021,19.1,9.2
48036,2022,18.1,9.6
48036,2023,17.1,8.5
48044,2015,39.1,10.9
48044,2016,40.0,11.1
48044,2017,37.8,11.6
48044,2018,35.6,11.3
48044,2019,35.1,11.4
48044,2020,34.9,12.5
48044,2021,33.9,11.8
48044,2022,32.7,11.8
48044,2023,32.0,10.2
48054,2015,26.0,11.9
48054,2016,27.0,11.7
48054,2017,25.0,12.2
48054,2018,22.7,11.7
48054,2019,22.3,11.9
48054,2020,23.1,12.5
48054,2021,21.6,12.3
48054,2022,20.3,12.5
48054,2023,19.5,10.7
48078,2015,17.2,12.4
48078,2016,18.3,12.1
48078,2017,16.5,12.6
48078,2018,14.9,12.3
48078,2019,14.5,13.4
48078,2020,14.8,14.5
48078,2021,14.0,14.4
48078,2022,12.4,15.4
48078,2023,11.9,13.4
48082,2015,15.4,15.1
48082,2016,16.1,14.1
48082,2017,14.4,15.0
48082,2018,13.1,14.4
48082,2019,12.8,14.7
48082,2020,13.1,15.5
48082,2021,12.1,15.5
48082,2022,11.3,16.5
48082,2023,10.7,14.1
48084,2015,10.5,17.9
48084,2016,11.1,17.5
48084,2017,9.6,18.9
48084,2018,8.6,18.6
48084,2019,8.3,19.6
48084,2020,8.4,21.0
48084,2021,7.7,21.3
48084,2022,6.8,22.6
48084,2023,6.0,20.3
49275,2015,12.4,21.5
49275,2016,13.2,20.4
49275,2017,11.7,20.4
49275,2018,11.1,19.9
49275,2019,10.5,20.1
49275,2020,11.2,20.0
49275,2021,10.4,19.0
49275,2022,9.2,20.5
49275,2023,8.3,20.8
50297,2015,16.7,16.2
50297,2016,17.1,17.1
50297,2017,16.1,14.9
50297,2018,15.0,14.8
50297,2019,14.1,15.1
50297,2020,14.2,15.4
50297,2021,13.6,14.5
50297,2022,11.9,15.8
50297,2023,10.9,16.5
51001,2015,18.6,33.1
51001,2016,18.7,34.0
51001,2017,16.8,34.8
51001,2018,16.6,34.6
51001,2019,16.7,34.1
51001,2020,17.7,33.3
51001,2021,17.5,30.5
51001,2022,16.2,32.4
51001,2023,15.4,32.5
52001,2015,17.6,36.8
52001,2016,18.2,36.5
52001,2017,16.6,37.0
52001,2018,16.5,36.0
52001,2019,16.1,35.6
52001,2020,16.8,35.3
52001,2021,16.9,31.9
52001,2022,15.5,33.2
52001,2023,14.5,33.3
