cod_ine,anio,ipr,dqs,dqs_level,local_moran_i,p_value,p_value_fdr,quadrant,cluster_type,cluster_type_raw,is_significant,is_significant_raw,eligible,exclusion_reason,neighbor_count,neighbors,standardized_ipr,spatial_lag,spatial_lag_ipr,calculation_version,calculated_at
01059,2023,43.1436837029894,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
02003,2023,57.27097396335584,,,-0.5645557034125601,0.028,0.308,HL,NS,HL,False,True,True,,1,['02037'],0.24329986854764002,-2.3310065341271207,8.640308582449375,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
02009,2023,5.400192864030859,,,3.706103580975303,0.036,0.34434782608695647,LL,NS,LL,False,True,True,,2,"['03140', '30043']",-2.5025248667265094,-1.487708065513457,24.570877531340408,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
02037,2023,8.640308582449375,,,2.4278939060710307,0.064,0.44,LL,NS,NS,False,False,True,,3,"['02003', '30019', '30022']",-2.3310065341271207,-1.046320610391616,32.9090324654452,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
02081,2023,7.07810993249759,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03009,2023,36.17164898746384,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03014,2023,72.4397299903568,,,0.9631714637064717,0.09,0.5351351351351351,HH,NS,NS,False,False,True,,3,"['03050', '03065', '03122']",1.0462711101513271,0.9247789578934269,70.14464802314369,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03031,2023,80.09643201542913,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03047,2023,87.29990356798459,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03050,2023,86.32594021215044,,,2.1150938095120075,0.094,0.5442105263157895,HH,NS,NS,False,False,True,,2,"['03014', '03139']",1.781349678434424,1.1927763525799724,75.20732883317262,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03059,2023,42.352941176470594,,,-0.3347437551558059,0.536,0.874601226993865,LH,NS,NS,False,False,True,,1,['03065'],-0.5463991211287142,0.6154333937409573,64.30086788813887,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03063,2023,87.44455159112826,,,1.9749636161667166,0.124,0.6062222222222222,HH,NS,NS,False,False,True,,2,"['03082', '46181']",1.840564340879451,1.077920326285739,73.03760848601738,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03065,2023,64.30086788813887,,,0.32376777328523404,0.386,0.874601226993865,HH,NS,NS,False,False,True,,3,"['03014', '03059', '03121']",0.6154333937409573,0.5284831279093224,62.658309225329475,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03066,2023,36.25843780135005,,,1.3088257364091351,0.034,0.34,LL,NS,LL,False,True,True,,2,"['03093', '03104']",-0.8690169372085178,-1.5129763912981884,24.09353905496625,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03082,2023,79.672131147541,,,2.618439306811104,0.106,0.5687804878048781,HH,NS,NS,False,False,True,,1,['03063'],1.4291245311321072,1.840564340879451,87.44455159112826,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03093,2023,28.39922854387657,,,1.669316870992131,0.064,0.44,LL,NS,NS,False,False,True,,2,"['03066', '03104']",-1.285050988007631,-1.3049593658986318,28.02314368370299,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03099,2023,68.40887174541948,,,0.5187256249700997,0.35,0.874601226993865,HH,NS,NS,False,False,True,,2,"['03133', '30030']",0.8328941368580394,0.6256428183004452,64.49373191899713,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03104,2023,19.78784956605593,,,1.8664875839813457,0.132,0.631304347826087,LL,NS,NS,False,False,True,,2,"['03066', '03093']",-1.7409017945887457,-1.0770339626080745,32.32883317261331,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03121,2023,73.18225650916105,,,0.6650637593729286,0.526,0.874601226993865,HH,NS,NS,False,False,True,,1,['03065'],1.0855773947053544,0.6154333937409573,64.30086788813887,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03122,2023,59.80713596914176,,,0.3932280730649199,0.306,0.874601226993865,HH,NS,NS,False,False,True,,1,['03014'],0.3775538015048998,1.0462711101513271,72.4397299903568,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03133,2023,82.15043394406945,,,1.2936705739029404,0.418,0.874601226993865,HH,NS,NS,False,False,True,,1,['03099'],1.5603156367215212,0.8328941368580394,68.40887174541948,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03139,2023,77.97492767598844,,,2.374884616608099,0.118,0.59,HH,NS,NS,False,False,True,,1,['03050'],1.3392815950086177,1.781349678434424,86.32594021215044,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
03140,2023,31.648987463837997,,,2.4180842552089756,0.002,0.088,LL,NS,LL,False,True,True,,2,"['02009', '30043']",-1.1130221841802677,-2.182459406786578,11.446480231436839,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
04013,2023,59.22854387656703,,,0.010157539272142581,0.984,0.998,HH,NS,NS,False,False,True,,1,['04066'],0.3469255278264377,0.029412424026378173,53.230472516875615,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
04066,2023,53.230472516875615,,,0.010157539272142581,0.718,0.9183720930232558,HH,NS,NS,False,False,True,,1,['04013'],0.029412424026378173,0.3469255278264377,59.22854387656703,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
04079,2023,52.65188042430088,,,0.0006909755425764277,0.644,0.874601226993865,LL,NS,NS,False,False,True,,1,['04902'],-0.0012158496520843197,-0.5709017400714843,41.8900675024108,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
04902,2023,41.8900675024108,,,0.0006909755425764276,0.998,0.998,LL,NS,NS,False,False,True,,1,['04079'],-0.5709017400714843,-0.0012158496520843197,52.65188042430088,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
05019,2023,38.94889103182257,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
06011,2023,17.357762777242044,,,1.9972810556522091,0.348,0.874601226993865,LL,NS,NS,False,False,True,,1,['06083'],-1.8695405440382877,-1.0732054283982666,32.40115718418515,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
06015,2023,50.1542912246866,,,0.1371544354762891,0.148,0.6783333333333332,LL,NS,NS,False,False,True,,2,"['06083', '10037']",-0.13342789769744692,-1.032622965774304,33.16779170684667,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
06044,2023,36.181292189006754,,,1.2326760864796285,0.24,0.7946268656716418,LL,NS,NS,False,False,True,,1,['06153'],-0.8731007070323127,-1.4182839785089425,25.88235294117647,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
06083,2023,32.40115718418515,,,1.0665498618908018,0.08,0.4888888888888889,LL,NS,NS,False,False,True,,3,"['06011', '06015', '10037']",-1.0732054283982666,-0.9983363149620252,33.81549341047894,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
06153,2023,25.88235294117647,,,1.2326760864796285,0.424,0.874601226993865,LL,NS,NS,False,False,True,,1,['06044'],-1.4182839785089425,-0.8731007070323127,36.181292189006754,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07011,2023,88.56316297010608,,,2.5655966064428704,0.206,0.7946268656716418,HH,NS,NS,False,False,True,,1,['07040'],1.8997790033244781,1.3566376167597465,78.30279652844746,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07015,2023,84.39729990356798,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07026,2023,69.18032786885246,,,0.7315220785783452,0.4,0.874601226993865,HH,NS,NS,False,False,True,,1,['07054'],0.8737318350959894,0.8410616765056297,68.56316297010608,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07027,2023,73.32690453230472,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07031,2023,77.41562198649953,,,1.7686772202636543,0.214,0.7946268656716418,HH,NS,NS,False,False,True,,1,['07040'],1.309674263786104,1.3566376167597465,78.30279652844746,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07032,2023,72.6711668273867,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07033,2023,77.22275795564127,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07036,2023,60.69431051108969,,,0.5732981409948286,0.214,0.7946268656716418,HH,NS,NS,False,False,True,,1,['07040'],0.42451715447854216,1.3566376167597465,78.30279652844746,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07040,2023,78.30279652844746,,,1.6358573225671176,0.014,0.20533333333333334,HH,NS,HH,False,True,True,,3,"['07011', '07031', '07036']",1.3566376167597465,1.2113234738630414,75.55769848923177,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
07054,2023,68.56316297010608,,,0.7315220785783452,0.384,0.874601226993865,HH,NS,NS,False,False,True,,1,['07026'],0.8410616765056297,0.8737318350959894,69.18032786885246,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08015,2023,61.35969141755063,,,0.17247598639932601,0.514,0.874601226993865,HH,NS,NS,False,False,True,,3,"['08125', '08194', '08245']",0.4597396692087735,0.3768731732009337,59.79427836708453,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08019,2023,57.29990356798458,,,0.06937396802187068,0.418,0.874601226993865,HH,NS,NS,False,False,True,,9,"['08077', '08101', '08125', '08169', '08194', '08205', '08211', '08245', '08266']",0.24483128223156309,0.284648038013564,58.052073288331734,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08056,2023,64.03085824493732,,,0.2511323882702393,0.542,0.874601226993865,HH,NS,NS,False,False,True,,2,"['08089', '08270']",0.6011401993576747,0.4196676778127851,60.60270009643202,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08073,2023,61.51398264223723,,,0.1851776296677788,0.366,0.874601226993865,HH,NS,NS,False,False,True,,5,"['08077', '08101', '08169', '08200', '08217']",0.46790720885636383,0.39756427364149527,60.18514946962392,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08077,2023,54.98553519768564,,,0.06932693355626444,0.248,0.8023529411764706,HH,NS,NS,False,False,True,,4,"['08019', '08073', '08101', '08217']",0.12231818751771388,0.5693633654162703,63.430568948891036,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08089,2023,50.97396335583414,,,-0.04797723000407135,0.358,0.874601226993865,LH,NS,NS,False,False,True,,3,"['08056', '08270', '08301']",-0.09003784331962562,0.5352894109489804,62.78688524590163,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08096,2023,46.38379942140792,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08101,2023,67.68563162970108,,,0.244234386717781,0.548,0.874601226993865,HH,NS,NS,False,False,True,,4,"['08019', '08073', '08077', '08169']",0.7946087947599626,0.3087678035353531,58.50771456123434,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08102,2023,41.70684667309548,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08113,2023,42.14079074252652,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08114,2023,40.6268081002893,,,0.7069534885193437,0.346,0.874601226993865,LL,NS,NS,False,False,True,,1,['08196'],-0.6377734709361268,-1.113532655408242,31.639344262295086,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08121,2023,73.14368370298939,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08124,2023,52.81581485053039,,,-0.006819291161475901,0.208,0.7946268656716418,HL,NS,NS,False,False,True,,2,"['08125', '08260']",0.007462161223480091,-0.9180221750940576,35.33269045323047,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08125,2023,36.10414657666345,,,-0.07705462380661428,0.824,0.9453465346534654,LH,NS,NS,False,False,True,,8,"['08015', '08019', '08124', '08180', '08245', '08252', '08260', '08266']",-0.8771844768561078,0.08824423305042414,54.34185149469624,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08163,2023,65.84378013500483,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08169,2023,60.23143683702989,,,0.11814291087414329,0.52,0.874601226993865,HH,NS,NS,False,False,True,,5,"['08019', '08073', '08101', '08200', '08301']",0.40001453553577165,0.29669515899375937,58.27965284474447,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08172,2023,60.59787849566057,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08180,2023,59.66248794599807,,,-0.11416552697295773,0.576,0.874601226993865,HL,NS,NS,False,False,True,,3,"['08125', '08252', '08266']",0.369896733085284,-0.31005094257658006,46.81774349083896,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08184,2023,44.2430086788814,,,0.006890946055692706,0.974,0.998,LL,NS,NS,False,False,True,,2,"['08205', '08279']",-0.4463467604457368,-0.015509044035366973,52.38187078109933,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08187,2023,58.80424300867889,,,-0.07335081439365687,0.614,0.874601226993865,HL,NS,NS,False,False,True,,4,"['08252', '08260', '08266', '08279']",0.32446479379556514,-0.22709936803074454,48.384763741562196,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08194,2023,78.5920925747348,,,0.6102122931586575,0.432,0.874601226993865,HH,NS,NS,False,False,True,,3,"['08015', '08019', '08245']",1.3719517535989767,0.4468077314334229,61.11539697846352,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08196,2023,31.639344262295086,,,0.7069534885193437,0.544,0.874601226993865,LL,NS,NS,False,False,True,,1,['08114'],-1.113532655408242,-0.6377734709361268,40.6268081002893,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08200,2023,50.80038572806173,,,-0.042309972478038464,0.382,0.874601226993865,LH,NS,NS,False,False,True,,4,"['08073', '08169', '08217', '08301']",-0.09922632542316377,0.4283456886883495,60.766634522661526,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08205,2023,50.13500482160078,,,-0.0015794411101996723,0.97,0.998,LH,NS,NS,False,False,True,,4,"['08019', '08184', '08211', '08266']",-0.13444884015339553,0.01180116666126202,52.89778206364514,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08211,2023,55.67984570877532,,,-0.02064318645556854,0.736,0.9359537572254335,HL,NS,NS,False,False,True,,4,"['08019', '08205', '08217', '08263']",0.15907211593186835,-0.13036507032960082,50.212150433944075,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08217,2023,67.22275795564127,,,0.12458706821237965,0.746,0.94,HH,NS,NS,False,False,True,,4,"['08073', '08077', '08200', '08211']",0.7701061758171918,0.16251779672069555,55.74493731918997,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08231,2023,69.5274831243973,,,0.8840390662678732,0.148,0.6783333333333332,HH,NS,NS,False,False,True,,2,"['08270', '08307']",0.8921087993030672,0.9954792229678773,71.48023143683703,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08245,2023,64.68659594985536,,,0.18978388251364858,0.538,0.874601226993865,HH,NS,NS,False,False,True,,4,"['08015', '08019', '08125', '08194']",0.6358522428599322,0.2998345570458014,58.33895853423337,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08252,2023,49.98071359691418,,,0.029871081129101047,0.608,0.874601226993865,LL,NS,NS,False,False,True,,5,"['08125', '08180', '08187', '08260', '08266']",-0.14261637980098582,-0.21040695887598257,48.700096432015435,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08260,2023,34.56123432979749,,,0.16414415386395292,0.648,0.874601226993865,LL,NS,NS,False,False,True,,4,"['08124', '08125', '08187', '08252']",-0.9588598733320074,-0.1719684754095121,49.42622950819673,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08263,2023,26.190935390549665,,,-0.22199729156344009,0.856,0.9453465346534654,LH,NS,NS,False,False,True,,1,['08211'],-1.4019488992137625,0.15907211593186835,55.67984570877532,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08266,2023,54.36837029893925,,,-0.0031986320557386744,0.904,0.9625,HL,NS,NS,False,False,True,,6,"['08019', '08125', '08180', '08187', '08205', '08252']",0.08964802892735343,-0.03584281461634614,51.99774991964,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08270,2023,70.23143683702989,,,0.4327263606234176,0.426,0.874601226993865,HH,NS,NS,False,False,True,,3,"['08056', '08089', '08231']",0.9293731989451958,0.46773705178037206,61.510768241722914,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08279,2023,54.62873674059788,,,-0.006274520957343426,0.918,0.9663157894736842,HL,NS,NS,False,False,True,,2,"['08184', '08187']",0.10343075208266159,-0.060940983325085823,51.523625843780145,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08298,2023,47.8688524590164,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08301,2023,54.0983606557377,,,0.005269624129293092,0.892,0.9572682926829269,HH,NS,NS,False,False,True,,3,"['08089', '08169', '08200']",0.07535483454407078,0.07025012226432739,54.00192864030858,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08305,2023,40.94503375120541,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
08307,2023,72.72902603664417,,,0.9427447694140038,0.342,0.874601226993865,HH,NS,NS,False,False,True,,1,['08231'],1.0615852469905587,0.8921087993030672,69.5274831243973,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
09018,2023,34.165863066538094,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
09059,2023,45.38090646094504,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
09219,2023,13.799421407907428,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
10037,2023,33.9344262295082,,,0.5957940452145765,0.428,0.874601226993865,LL,NS,NS,False,False,True,,2,"['06015', '06083']",-0.9920405031503415,-0.6033166630478568,41.27772420443588,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
10148,2023,24.90838958534233,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11004,2023,55.44840887174542,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11006,2023,40.73288331726133,,,-0.00019857966149589248,0.992,0.998,LH,NS,NS,False,False,True,,2,"['11020', '41053']",-0.632158287428409,0.00031556403183857773,52.68081002892961,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11012,2023,78.37994214079075,,,0.8785712327065143,0.474,0.874601226993865,HH,NS,NS,False,False,True,,1,['11031'],1.3607213865835408,0.6486140235592914,64.92767598842816,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11015,2023,78.36065573770492,,,0.843019928089367,0.334,0.874601226993865,HH,NS,NS,False,False,True,,2,"['11028', '11031']",1.359700444127592,0.6228352265465856,64.44069431051109,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11020,2023,68.69816779170685,,,0.278703946968041,0.476,0.874601226993865,HH,NS,NS,False,False,True,,5,"['11006', '11027', '11028', '11032', '41053']",0.848208273697271,0.33007997730328315,58.910318225650926,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11022,2023,61.44648023143685,,,0.6926640898495708,0.168,0.7542857142857142,HH,NS,NS,False,False,True,,1,['11033'],0.46433391026054355,1.498548618136621,80.98360655737704,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11027,2023,82.41080038572807,,,1.6712427868019493,0.02,0.23157894736842108,HH,NS,HH,False,True,True,,4,"['11020', '11028', '11030', '11032']",1.5740983598768286,1.066562341463309,72.82304725168757,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11028,2023,63.953712632594026,,,0.6583266460893868,0.02,0.23157894736842108,HH,NS,HH,False,True,True,,4,"['11015', '11020', '11027', '11031']",0.5970564295338798,1.1076552753152458,73.599324975892,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11030,2023,87.84956605593058,,,2.3475821274545363,0.068,0.45333333333333337,HH,NS,NS,False,False,True,,2,"['11027', '11032']",1.862004132454375,1.2665394450222693,76.60077145612344,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11031,2023,64.92767598842816,,,0.7139940606304712,0.044,0.3872,HH,NS,HH,False,True,True,,3,"['11012', '11015', '11028']",0.6486140235592914,1.1058260867483374,73.56477017036323,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11032,2023,70.79074252651881,,,1.363298429618512,0.006,0.11,HH,NS,HH,False,True,True,,3,"['11020', '11027', '11030']",0.95898053016771,1.4281035886761582,79.65284474445517,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
11033,2023,80.98360655737704,,,0.6926640898495708,0.548,0.874601226993865,HH,NS,NS,False,False,True,,1,['11022'],1.498548618136621,0.46433391026054355,61.44648023143685,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
12009,2023,30.048216007714565,,,1.345333496924208,0.016,0.22,LL,NS,LL,False,True,True,,4,"['12032', '12040', '12084', '12135']",-1.1977604080240134,-1.1283363210194988,31.359691417550632,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
12027,2023,49.35390549662488,,,0.09829865869149833,0.672,0.8906024096385543,LL,NS,NS,False,False,True,,1,['12138'],-0.17579700961932002,-0.5617132579679458,42.06364513018322,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
12032,2023,36.856316297010615,,,1.273924151427912,0.032,0.3352380952380952,LL,NS,LL,False,True,True,,2,"['12009', '12135']",-0.8373677210741064,-1.5282905281374197,23.804243008678885,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
12040,2023,45.08196721311476,,,0.5227384356474012,0.074,0.46514285714285714,LL,NS,NS,False,False,True,,2,"['12009', '12084']",-0.4019357636119669,-1.3064907795825547,27.994214079074258,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
12084,2023,25.94021215043395,,,1.6241060423678022,0.052,0.40857142857142853,LL,NS,NS,False,False,True,,3,"['12009', '12040', '12135']",-1.415221151141096,-1.1528389399622685,30.896817743490843,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
12126,2023,12.391513982642238,,,0.355833839446828,0.86,0.9453465346534654,LL,NS,NS,False,False,True,,1,['46220'],-2.1324332264450896,-0.1676294699717301,49.50819672131148,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
12135,2023,17.560270009643205,,,2.1281426157380916,0.048,0.39111111111111113,LL,NS,LL,False,True,True,,3,"['12009', '12032', '12084']",-1.8588206482508258,-1.1501164267464052,30.94824815171971,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
12138,2023,42.06364513018322,,,0.09829865869149833,0.852,0.9453465346534654,LL,NS,NS,False,False,True,,1,['12027'],-0.5617132579679458,-0.17579700961932002,49.35390549662488,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
13005,2023,13.3847637415622,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
13034,2023,20.37608486017358,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
13071,2023,15.882352941176473,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
13082,2023,5.361620057859209,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
13087,2023,9.1321118611379,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
14021,2023,49.02603664416587,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
14038,2023,38.09064609450338,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
14056,2023,18.70781099324976,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
15002,2023,49.93249758919962,,,-0.05824825748064206,0.632,0.874601226993865,LH,NS,NS,False,False,True,,1,['15078'],-0.1451687359408575,0.4030773629036178,60.28929604628736,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
15005,2023,31.513982642237224,,,-0.6925170496405455,0.348,0.874601226993865,LH,NS,NS,False,False,True,,2,"['15030', '15031']",-1.120168781371909,0.6210485772486753,64.4069431051109,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
15019,2023,35.5062680810029,,,,,,,NS,NS,False,False,False,sin_vecinos_queen,0,[],,,,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
15030,2023,75.23625843780135,,,-0.7630906552565065,0.292,0.874601226993865,HL,NS,NS,False,False,True,,3,"['15005', '15031', '15058']",1.1943077662638955,-0.6418572407599219,40.549662487945994,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
15031,2023,53.57762777242045,,,-0.01235375108532679,0.642,0.874601226993865,HL,NS,NS,False,False,True,,3,"['15005', '15030', '15058']",0.047789388233455216,-0.25968444808310853,47.76920604307296,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
15036,2023,35.110896817743495,,,1.7487545426402045,0.074,0.46514285714285714,LL,NS,NS,False,False,True,,1,['15054'],-0.929763013337468,-1.8894489219292883,16.981677917068467,spatial-ipr-1.0.0,2026-09-15T13:36:55.039733+00:00
